Name,Price,URL,ImgURL,CPU,Ram,Storage,Graphics,Display,Status,Battery,Wireless,Weight,Size,Color,OS,Brand,MFG_year
Dell Latitude 7400 i7-8665U 8GB SSD 240GB/256GB 14 FHD IPS,9400000,https://trungtran.vn/dell-latitude-7410-i7-intel/,https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview-copy.png,"Intel Core i7-10610U (4 nhân 8 luồng, 8MB SmartCache, xung nhịp cơ bản 1.8 GHz, có thể đạt tới 4.9 GHz với Turbo Boost)",16GB LPDDR4 2666MHz hàn trên main,512GB PCIe NVMe M.2 SSD,Intel UHD 620 onboard,"14 inch FHD (1920 x 1080) WVA, màn gương, có cảm ứng, độ sáng màn 300 nits, độ phủ màu 72% NTSC (trên 90% sRGB), tần số quét 60Hz, low blue light",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth 5.1,1.33,32.13 x 20.86 x 1.8-1.9,Đen,Windows 10,Dell,2020
Lenovo Thinkpad T470s i7 6600U 8GB SSD 256GB Full HD IPS,8300000,https://trungtran.vn/lenovo-thinkpad-t470s-i7-6600u-8gb-ssd-256gb-full-hd-ips/,https://trungtran.vn/images/products/2023/resized/t470s_chinh_dien_png.png,"Intel core i7 6600U (2 nhân 4 luồng, xung nhịp cơ bản 2.6GHz, có thể đạt tối đa 3.4GHz với Turbo Boost, 4 MB Intel Smart Cache)",8GB DDR4,256GB SSD,Intel Graphics HD 520,14 inch FullHD IPS (1920 x 1080),Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.32,33.1 x 22.7 x 1.7-1.9,Đen,Windows 10,Lenovo,2016
Lenovo Thinkpad T470s i7 6600U 12GB SSD 256GB Full HD IPS,8800000,https://trungtran.vn/lenovo-thinkpad-t470s-i7-6600u-8gb-ssd-256gb-full-hd-ips/,https://trungtran.vn/images/products/2023/resized/t470s_chinh_dien_png.png,"Intel core i7 6600U (2 nhân 4 luồng, xung nhịp cơ bản 2.6GHz, có thể đạt tối đa 3.4GHz với Turbo Boost, 4 MB Intel Smart Cache)",8GB DDR4,256GB SSD,Intel Graphics HD 520,14 inch FullHD IPS (1920 x 1080),Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.32,33.1 x 22.7 x 1.7-1.9,Đen,Windows 10,Lenovo,2016
Lenovo Thinkpad T470s i7 6600U 20GB SSD 512GB Full HD IPS,9800000,https://trungtran.vn/lenovo-thinkpad-t470s-i7-6600u-8gb-ssd-256gb-full-hd-ips/,https://trungtran.vn/images/products/2023/resized/t470s_chinh_dien_png.png,"Intel core i7 6600U (2 nhân 4 luồng, xung nhịp cơ bản 2.6GHz, có thể đạt tối đa 3.4GHz với Turbo Boost, 4 MB Intel Smart Cache)",8GB DDR4,256GB SSD,Intel Graphics HD 520,14 inch FullHD IPS (1920 x 1080),Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.32,33.1 x 22.7 x 1.7-1.9,Đen,Windows 10,Lenovo,2016
Dell Latitude 7300 i5 8365U RAM 8GB SSD 256GB HD,8000000,https://trungtran.vn/dell-latitude-7300-i5-intel/,https://trungtran.vn/images/products/2023/resized/dell_latitude_7300_(4).png,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256GB PCIe NVMe M.2 SSD,Intel UHD thế hệ thứ 8,"13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng",Đã qua sử dụng,Battery,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,1.25,30.6 x 20.6 x 1.74-1.84,Đen,Windows 10,Dell,2019
Dell Latitude 7300 i7 8665U RAM 8GB SSD 256GB FHD IPS Không cảm ứng,9700000,https://trungtran.vn/dell-latitude-7300-i7-intel/,https://trungtran.vn/images/products/2023/resized/dell_latitude_7300_(4).png,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256GB PCIe NVMe M.2 SSD,Intel UHD thế hệ thứ 8,"13.3 inch FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz (mới về thêm cấu hình không cảm ứng)",Đã qua sử dụng,Battery,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,1.25,30.6 x 20.6 x 1.74-1.84,Đen,Windows 10,Dell,2019
Dell Latitude 7300 i7 8665U RAM 8GB SSD 256GB FHD IPS Touch,10200000,https://trungtran.vn/dell-latitude-7300-i7-intel/,https://trungtran.vn/images/products/2023/resized/dell_latitude_7300_(4).png,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256GB PCIe NVMe M.2 SSD,Intel UHD thế hệ thứ 8,"13.3 inch FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz (mới về thêm cấu hình không cảm ứng)",Đã qua sử dụng,Battery,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,1.25,30.6 x 20.6 x 1.74-1.84,Đen,Windows 10,Dell,2019
Dell Latitude 7300 i7 8665U RAM 16GB SSD 256GB FHD IPS Touch,10700000,https://trungtran.vn/dell-latitude-7300-i7-intel/,https://trungtran.vn/images/products/2023/resized/dell_latitude_7300_(4).png,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)",8GB DDR4 2666 nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256GB PCIe NVMe M.2 SSD,Intel UHD thế hệ thứ 8,"13.3 inch FHD IPS ( 1920x1080) IPS, màn cảm ứng, 300nits, tần số 60Hz (mới về thêm cấu hình không cảm ứng)",Đã qua sử dụng,Battery,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,1.25,30.6 x 20.6 x 1.74-1.84,Đen,Windows 10,Dell,2019
Thinkpad T580 i5-8350U 8GB SSD 256GB Intel FHD IPS Touch,10500000,https://trungtran.vn/thinkpad-t580-i5-intel/,https://trungtran.vn/images/products/2023/resized/t580_chinh_dien_copy.png,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel Smart Cache)",8GB DDR4 2400MHz,256GB PCIe NVMe M.2 SSD,UHD Intel 620,"15.6 inch FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.95,36.5 x 25.2 x 1.9-2.0,Đen,Windows 10,Lenovo,2019
Thinkpad T580 i5-8350U 16GB SSD 256GB Intel FHD IPS Touch,11000000,https://trungtran.vn/thinkpad-t580-i5-intel/,https://trungtran.vn/images/products/2023/resized/t580_chinh_dien_copy.png,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel Smart Cache)",8GB DDR4 2400MHz,256GB PCIe NVMe M.2 SSD,UHD Intel 620,"15.6 inch FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.95,36.5 x 25.2 x 1.9-2.0,Đen,Windows 10,Lenovo,2019
Hp Elitebook X360 1030 G4 2-in-1 i5-8365U 8GB SSD 256GB Intel FHD IPS Touch,13500000,https://trungtran.vn/hp-elitebook-x360-1030-g4-2-in-1-i5-intel/,https://trungtran.vn/images/products/2023/resized/Da_tach_nen_2.png,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe NVMe M.2 SSD,Intel UHD Graphics 620,"13.3 inch FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Đã qua sử dụng,Battery,"Wi-Fi 6, Bluetooth 5",1.27,30.58 x 20.50 x 1.57,Platinum (bạc),Windows 10,HP,2019
Hp Elitebook X360 1030 G4 2-in-1 i5-8365U 16GB SSD 256GB Intel FHD IPS Touch,14900000,https://trungtran.vn/hp-elitebook-x360-1030-g4-2-in-1-i5-intel/,https://trungtran.vn/images/products/2023/resized/Da_tach_nen_2.png,"Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB/16GB không nâng cấp được,256GB PCIe NVMe M.2 SSD,Intel UHD Graphics 620,"13.3 inch FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)",Đã qua sử dụng,Battery,"Wi-Fi 6, Bluetooth 5",1.27,30.58 x 20.50 x 1.57,Platinum (bạc),Windows 10,HP,2019
Lenovo Thinkpad T480s i7 8650U RAM 8GB SSD 256GB 2K IPS,10900000,https://trungtran.vn/lenovo-thinkpad-t480s-i7-2k/,https://trungtran.vn/images/products/2023/resized/thumbnail_vuong_moi_t480s.png,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256GB PCIe NVMe M.2 SSD,Intel Graphic UHD 620,"14.0 inch WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz",Đã qua sử dụng,Battery,Intel Wireless-AC 8265 2×2 AC + Bluetooth,1.32,33.1 x 22.7 x 1.8,Đen,Windows 10,Lenovo,2019
Lenovo Thinkpad T480s i7 8650U RAM 16GB SSD 512GB 2K IPS,11900000,https://trungtran.vn/lenovo-thinkpad-t480s-i7-2k/,https://trungtran.vn/images/products/2023/resized/thumbnail_vuong_moi_t480s.png,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256GB PCIe NVMe M.2 SSD,Intel Graphic UHD 620,"14.0 inch WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz",Đã qua sử dụng,Battery,Intel Wireless-AC 8265 2×2 AC + Bluetooth,1.32,33.1 x 22.7 x 1.8,Đen,Windows 10,Lenovo,2019
Lenovo Thinkpad T480s i7 8650U RAM 24GB SSD 512GB 2K IPS,12400000,https://trungtran.vn/lenovo-thinkpad-t480s-i7-2k/,https://trungtran.vn/images/products/2023/resized/thumbnail_vuong_moi_t480s.png,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256GB PCIe NVMe M.2 SSD,Intel Graphic UHD 620,"14.0 inch WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz",Đã qua sử dụng,Battery,Intel Wireless-AC 8265 2×2 AC + Bluetooth,1.32,33.1 x 22.7 x 1.8,Đen,Windows 10,Lenovo,2019
Microsoft Surface Pro 7 i7 1065G7 RAM 16GB SSD 256GB 12.3 2736x1824 Touch Kèm bàn phím,18300000,https://trungtran.vn/microsoft-surface-pro-7-i7-nhieu-cau-hinh/,https://trungtran.vn//upload_images/images/products/surface-pro-7/resized/surface-7-copy.webp,Intel Core i7-1065G7,16GB LPDDR4x-3733 MHz,SSD 256GB,Intel Iris Plus Graphics,"12.3 inch PixelSense Display, tỉ lệ màn 3:2, độ phân giải 2736 x 1824, 100% sRGB, cảm ứng đa điểm 10 chạm",Outlet/Refurbished,Battery,"Wi-Fi 6: 802.11ax, Bluetooth 5.0",, 29.2 x 20.1 x 0.8,Đen,Window 10 HomeMicrosoft 365 cá nhân (chỉ dùng cho 1 người),Microsoft,2018
Thinkpad P53 i7-9850H 16GB SSD 512GB T1000 4K IPS,24500000,https://trungtran.vn/thinkpad-p53-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/thinkpad_p53_thumbnail_trungtran_vn_.png,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)","16GB LPDDR5 5200MHz, dual channel, không hỗ trợ nâng cấp",256GB PCIe NVMe M.2 SSD,Intel UHD Graphics 620,"15.6 inch UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Lenovo,2018
Dell XPS 9380 i5-8365U 8GB SSD 256GB FHD IPS,12790000,https://trungtran.vn/dell-xps-9380-i5-intel/,https://trungtran.vn/images/products/2023/resized/xps_13_9380_trungtran_(7).jpg,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp cơ bản 1.7GHz có thể đạt tối đa tới 3.6GHz với Turbo Boost, 6 MB Intel Smart Cache)",8GB LPDDR3 2133MHz,256GB SSD,Intel UHD Graphics 620,"13.3-inch FHD (1920 x 1080) InfinityEdge display, 400nits, màn nhám, không cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.27,30.1 x 19.9 x 0.7 - 1.2,Platinum (bạc),Windows 10,Dell,2019
Dell Inspiron 5430 i5 1340P 16GB SSD 512GB FHD+ IPS,19500000,https://trungtran.vn/dell-inspiron-5430-i5-intel/,https://trungtran.vn/images/products/2023/resized/in5430nt-cnb-00000ff090-sl-2pc.png,"Intel Core i5 1340P (12 nhân 16 luồng, tần số xung nhịp cơ bản 3.4GHz – tối đa Turbo boost có thể đạt 4.6GHz, 12MB Smart Cache)","16GB LPDDR5 4800MHz, dual channel, không hỗ trợ nâng cấp",512GB PCIe NVMe M.2 SSD,Intel Iris Xe Graphics,"14 inch FHD+ (1920x1200), WVA, tỷ lệ màn 16:10, màn nhám chống lóa, không cảm ứng, độ sáng màn hình 300nits, tần số quét màn 60Hz, tỷ lệ khung hình 16:10, màn low blue light",New 100%,Battery,"Wi-Fi 6, Bluetooth 5.2",1.53,31.4 x 22.66 x 1.57,Platinum Silver (bạc),Windows 11,Dell,2023
Dell XPS 13 9315 i5 1230U RAM 8GB SSD 512GB FHD+ IPS,19500000,https://trungtran.vn/dell-xps-13-9315-i7-intel/,https://trungtran.vn/images/products/2023/resized/dell_xps_13_9315_trungtran_vn.png,"Intel Core Core i7-1250U (10 nhân, 14 luồng, Turbo boost đạt 4.7 GHz)",16GB LPDDR5 5200MHz,512GB PCIe Gen4 x2 NVMe SSD, Intel Iris Xe,13.4 inch FHD+ (1920 x 1200) IPS,Dell Outlet Full Box USA,Battery,Intel Wi-Fi 6E + Bluetooth 5.2,1.17,29.5 x 19.9 x 1.39,Sky (Xanh dương Pastel nhạt),Windows 11,Dell,2022
Hp Elitebook 840 G6 i7-8565U 8GB SSD 256GB Intel FHD IPS,10200000,https://trungtran.vn/hp-elitebook-840-g6-i7-intel/,https://trungtran.vn/images/products/2023/resized/HP_EliteBook_840_G6_8NN93PT_image_1.jpg,"Intel Core i7-8565U (4 nhân 8 luồng, xung nhịp cơ bản 1.8GHz tối đa Turbo boost có thể đạt 4.6GHz, 8MB Intel Smart Cache)",8GB DDR4-2400 MHz,256GB PCIe NVMe M.2 SSD,Intel Graphics UHD 620,"14 inch FHD (1920x1080), WVA, màn nhám chống lóa, không cảm ứng, viền mỏng cạnh trái phải, 250 nits, 45% NTSC",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.78,32.61 x 23.42 x 1.8,Platinum (bạc),Windows 10,HP,2019
Hp Elitebook 840 G6 i7-8565U 16GB SSD 256GB Intel FHD IPS,10700000,https://trungtran.vn/hp-elitebook-840-g6-i7-intel/,https://trungtran.vn/images/products/2023/resized/HP_EliteBook_840_G6_8NN93PT_image_1.jpg,"Intel Core i7-8565U (4 nhân 8 luồng, xung nhịp cơ bản 1.8GHz tối đa Turbo boost có thể đạt 4.6GHz, 8MB Intel Smart Cache)",8GB DDR4-2400 MHz,256GB PCIe NVMe M.2 SSD,Intel Graphics UHD 620,"14 inch FHD (1920x1080), WVA, màn nhám chống lóa, không cảm ứng, viền mỏng cạnh trái phải, 250 nits, 45% NTSC",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.78,32.61 x 23.42 x 1.8,Platinum (bạc),Windows 10,HP,2019
Dell XPS 13 Plus 9320 i5 1240P 16GB SSD 512GB 3.5K OLED Touch,25700000,https://trungtran.vn/dell-xps-13-plus-9320-nhieu-cau-hinh/,https://trungtran.vn//upload_images/images/products/dell-xps/resized/dell-xps-9320-5.webp,"Intel core i5 1240P (12 nhân, 16 luồng, xung nhịp cơ bản 1.7Ghz và tối đa tới 4.4GHz, 12MB Cache)","8GB LPDDR5 5200MHz, dual channel, không hỗ trợ nâng cấp",512GB PCIe NVMe M.2 SSD,Intel Iris Xe Graphics,"13.4 inch FHD+ (1920 x 1200) IPS, viền siêu mảnh InfinityEdge, Nhám chống lóa, độ sáng 500-nits, 100% sRGB",Outlet Fullbox,Battery,"Wi-Fi 6, Bluetooth 5.2",1.23,29.5 x 19.9 x 1.5,Platinum (bạc),Windows 11,Dell,2022
Dell XPS 9320 i7 1260P 16GB SSD 512GB FHD+ IPS,29800000,https://trungtran.vn/dell-xps-13-plus-9320-nhieu-cau-hinh/,https://trungtran.vn//upload_images/images/products/dell-xps/resized/dell-xps-9320-5.webp,"Intel core i5 1240P (12 nhân, 16 luồng, xung nhịp cơ bản 1.7Ghz và tối đa tới 4.4GHz, 12MB Cache)","8GB LPDDR5 5200MHz, dual channel, không hỗ trợ nâng cấp",512GB PCIe NVMe M.2 SSD,Intel Iris Xe Graphics,"13.4 inch FHD+ (1920 x 1200) IPS, viền siêu mảnh InfinityEdge, Nhám chống lóa, độ sáng 500-nits, 100% sRGB",Outlet Fullbox,Battery,"Wi-Fi 6, Bluetooth 5.2",1.23,29.5 x 19.9 x 1.5,Platinum (bạc),Windows 11,Dell,2022
Macbook Pro M2 RAM 8GB SSD 256GB 13.3 inch 2K Retina - Chính Hãng,29990000,https://trungtran.vn/macbook-pro-m2-8gb-open-box/,https://trungtran.vn/images/products/2023/resized/macbook_pro_m2_13inch_2022_1-copy.jpg,Apple M2,8GB LPDDR5 5200MHz  không nâng cấp được,"256GB SSD, không hỗ trợ nâng cấp",Apple M2 GPU,"13.3 inch 2K (2560X1600) IPS, LED, viền mỏng, màn gương, không cảm ứng, tỷ lệ khung hình 16:10, mật độ điểm ảnh 227PPI, độ sáng 500nits, 100% sRGB, AdobeRGB trên 88%, True-tone",Opened Box,Battery,Wi-Fi 6 + Bluetooth 5,1.4,30.4 x 21.2 x 1.56,"Space Grey (Xám), Silver (Bạc)",Mac OS,Apple,2022
Lenovo Thinkpad T490 i7-8665U 16GB SSD 512GB Intel FHD IPS Touch,14500000,https://trungtran.vn/lenovo-thinkpad-t490-i7-intel/,https://trungtran.vn/images/products/2023/resized/Thinkpad-T490-_chinh_dien.png,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)",16GB DDR4,512GB PCIe NVMe M.2 SSD,Intel Graphic UHD cho gen 8,"14.1inch FullHD IPS (1920x1080) Anti-Glare LED-backlit, có cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Lenovo,2018
Lenovo Thinkpad T490 i7-8665U 32GB SSD 1TB Intel FHD IPS Touch,17000000,https://trungtran.vn/lenovo-thinkpad-t490-i7-intel/,https://trungtran.vn/images/products/2023/resized/Thinkpad-T490-_chinh_dien.png,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)",16GB DDR4,512GB PCIe NVMe M.2 SSD,Intel Graphic UHD cho gen 8,"14.1inch FullHD IPS (1920x1080) Anti-Glare LED-backlit, có cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Lenovo,2018
Lenovo Thinkpad X1 Carbon Gen 7 i5-8365U 16GB SSD 256GB Intel FHD IPS,11400000,https://trungtran.vn/lenovo-thinkpad-x1-carbon-gen-6-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/x1_gen_6_(4)_PNG.png,"Intel Core i7-8650U (4 nhân 8 luồng, xung nhịp đơn nhân 1.9GHz và đạt tối đa turbo boost 4.2GHz, 8MB Smart Cache)",16GB LPDDR3 2133MHz không nâng cấp được,256GB PCIe NVMe M.2 SSD,Intel UHD Graphics 620,"14.0 inch FHD, Có cảm ứng, độ nhạy sáng 300nits, 72% sRGB",Đã qua sử dụng,Battery,Intel wifi 2×2 + Bluetooth,1.13,32.3 x 21.7 x 1.6,Đen,Windows 10,Lenovo,2018
Dell Precision 5530 i7 8850H RAM 16GB SSD 512GB P2000 FHD IPS,17900000,https://trungtran.vn/dell-precision-5530-i7-p2000/,https://trungtran.vn/images/products/2023/resized/5530-copy.jpg,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.3GHz, 9 MB Intel Smart Cache)",16GB DDR4 bus 2666Mhz,512GB PCIe NVMe M.2 SSD,Intel UHD Graphics 630 + Nvidia Quadro P2000,"15.6 inch UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng",Đã qua sử dụng,Battery,"Wi-Fi 6, Bluetooth 5.1","1,87","35.7 x 23.5 x 1,7",Platinum (bạc),Windows 10,Dell,2018
Dell Precision 5530 i7 8850H RAM 16GB SSD 512GB P2000 4K IPS Touch,20500000,https://trungtran.vn/dell-precision-5530-i7-p2000/,https://trungtran.vn/images/products/2023/resized/5530-copy.jpg,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.3GHz, 9 MB Intel Smart Cache)",16GB DDR4 bus 2666Mhz,512GB PCIe NVMe M.2 SSD,Intel UHD Graphics 630 + Nvidia Quadro P2000,"15.6 inch UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng",Đã qua sử dụng,Battery,"Wi-Fi 6, Bluetooth 5.1","1,87","35.7 x 23.5 x 1,7",Platinum (bạc),Windows 10,Dell,2018
Dell Precision 5540 i9 9880H 16GB 512GB NVidia Quadro T2000 FHD IPS,22990000,https://trungtran.vn/dell-precision-5540-i9-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell-precision-5540-trungtran_vn-screenpng.png,"Intel Core i9 9880H (8 nhân 16 luồng, xung nhịp cơ bản 2.3GHz có thể đạt tối đa Turbo Boost 4.8GHz, 16 MB Intel Smart Cache, vPro)",16GB DDR4 2666MHz,512GB PCIe NVMe M.2 SSD,Intel Core UHD 630 + NVIDIA Quadro T2000 4GB DDR5,"15.6 inch UltraSharp FHD IGZO4, FHD (1920X1080) IPS, màn nhám, chống lóa, không cảm ứng, Premier Panel Guard, đổ phủ màu 100% sRGB",Đã qua sử dụng,Battery,Intel Dual Band Wireless AX200 2×2 + Bluetooth 5.1,1.78,35.7 x 23.5 x 1.15,Aluminum – Titan Gray (Xám bạc),Windows 10,Dell,2019
Dell Precision 5540 i9 9880H 16GB 1TB NVidia Quadro T2000 FHD IPS,23990000,https://trungtran.vn/dell-precision-5540-i9-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell-precision-5540-trungtran_vn-screenpng.png,"Intel Core i9 9880H (8 nhân 16 luồng, xung nhịp cơ bản 2.3GHz có thể đạt tối đa Turbo Boost 4.8GHz, 16 MB Intel Smart Cache, vPro)",16GB DDR4 2666MHz,512GB PCIe NVMe M.2 SSD,Intel Core UHD 630 + NVIDIA Quadro T2000 4GB DDR5,"15.6 inch UltraSharp FHD IGZO4, FHD (1920X1080) IPS, màn nhám, chống lóa, không cảm ứng, Premier Panel Guard, đổ phủ màu 100% sRGB",Đã qua sử dụng,Battery,Intel Dual Band Wireless AX200 2×2 + Bluetooth 5.1,1.78,35.7 x 23.5 x 1.15,Aluminum – Titan Gray (Xám bạc),Windows 10,Dell,2019
Dell Precision 5540 i9 9880H 32GB 1TB NVidia Quadro T2000 FHD IPS,24990000,https://trungtran.vn/dell-precision-5540-i9-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell-precision-5540-trungtran_vn-screenpng.png,"Intel Core i9 9880H (8 nhân 16 luồng, xung nhịp cơ bản 2.3GHz có thể đạt tối đa Turbo Boost 4.8GHz, 16 MB Intel Smart Cache, vPro)",16GB DDR4 2666MHz,512GB PCIe NVMe M.2 SSD,Intel Core UHD 630 + NVIDIA Quadro T2000 4GB DDR5,"15.6 inch UltraSharp FHD IGZO4, FHD (1920X1080) IPS, màn nhám, chống lóa, không cảm ứng, Premier Panel Guard, đổ phủ màu 100% sRGB",Đã qua sử dụng,Battery,Intel Dual Band Wireless AX200 2×2 + Bluetooth 5.1,1.78,35.7 x 23.5 x 1.15,Aluminum – Titan Gray (Xám bạc),Windows 10,Dell,2019
Core i5 8350U RAM 8GB SSD 256GB FHD IPS,8400000,https://trungtran.vn/lenovo-thinkpad-t480s-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/chinh_dien_t480s_resize.png,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel Smart Cache)",8gb 2400MHZ DDR4,256GB PCIe NVMe M.2 SSD,Intel Graphic HD 620,"14 inch, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits",Đã qua sử dụng,Battery,"Intel Wireless-AC 9461 802.11a/b/g/n/ac (1×1) Wi-Fi và Bluetooth 5 combo, non-vPro",1.32,33.1 x 22.7 x 1.8,Đen,Windows 10,Lenovo,2018
