Battery,CPU,CPU_code,CPU_speed,Color,Display,Graphics,ImgURL,Name,Num_cores,Num_thread,OS,Ports,Price,Ram,Ram_slot,Ram_speed,Ram_type,Resolutions,Size,Storage,Storage_drive,Storage_type,URL,Weight,Wireless
: 3 cell,: Core i5 Raptor Lake,: 1335U,: 1.3 GHz,: Silver,: 14.0inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_50984_may_tinh_xach_tay_msi_modern_14_c13m_7.jpg,Laptop MSI Modern 14 C13M-611VN (Core i5 1335U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa),: 10 Cores,: 12 Threads,: Windows 11 Home,: 1x Type-A USB3.2 Gen22x Type-A USB2.01x HDMI™ (4K @ 30Hz)1x Micro SD,18.490.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 319.9 x 223 x 19.35 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-msi-modern-14-c13m-611vn.html,": 1,4 Kg",": Intel® Wi-Fi 6 AX201, Bluetooth v5.2"
: 3 cell,: Core i5 Raptor Lake,: 1335U,: 1.3 GHz,: Beige Rose,: 14.0inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_50983_may_tinh_xach_tay_msi_modern_14_c13m_612vn_5.jpg,Laptop MSI Modern 14 C13M-612VN (Core i5 1335U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Beige Rose/ Vỏ nhựa),: 10 Cores,: 12 Threads,: Windows 11 Home,: 1x Type-A USB3.2 Gen22x Type-A USB2.01x HDMI™ (4K @ 30Hz)1x Micro SD,18.490.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 319.9 x 223 x 19.35 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-msi-modern-14-c13m-612vn.html,": 1,4 Kg",": Intel® Wi-Fi 6 AX201, Bluetooth v5.2"
: 3 cell,: AMD Ryzen 7,: 5825U,: 2.0 GHz,: Black,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51643_lenovo_thinkpad_e14_gen_4__amd_black_a1.jpg,Laptop Lenovo ThinkPad E14 GEN 4 21EB0063VN (Ryzen 7 5825U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Aluminium/ 2 Year),: 8,: 16,: Windows 11 Home,": 1x USB 2.0/ 1x USB 3.2 Gen 1 (Always On)/ 1x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)/ 1x HDMI 1.4b/ 1x Ethernet (RJ-45)/ 1x Headphone / mic",18.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 324 x 220 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-e14-gen-4-21eb0063vn-ryzen-7-5825u-8gb-512gb-ssd-intel-iris-xe-graphics-14-0inch-full-hd-windows-11-home-black-aluminium-2-year.html,": 1,64 Kg",: Intel AX201 11ax. 2x2 + BT5.1
: Hãng không công bố,: ,: M2,: 100GB/s,: Midnight,: 15.3inch,: ,https://phucanhcdn.com/media/product/250_51600_laptop_apple_macbook_air_15_midnight_5.jpg,Laptop Apple Macbook Air 15 MQKX3SA/A (M2 8-core CPU/ 8GB/ 512GB/ 10 core GPU/ 15.3inch/ Midnight),: 8 Cores,,: Mac OS,": 2x Thunderbolt / USB 4, 3.5 mm headphone, cổng sạc MagSafe 3",37.590.000 ₫,: 8Gb,: 1,: ,: ,: Retina 2880x1864,": 1,15x34,04x23,76 cm,: 15.3inch",: 512GB,: ,: SSD,https://www.phucanh.vn//laptop-apple-macbook-air-15-mqkx3sa-a-m2-8-core-cpu-8gb-512gb-10-core-gpu-15-3inch-midnight.html,": 1,51Kg",": Wi-Fi 6, Bluetooth 5.0"
: Lên đến 15.5 giờ sử dụng thiết bị thông thường,: Core i5 Alder Lake,: 12450H,: 3.3 GHz,: Platinum,: Khoảng 13 inch,,https://phucanhcdn.com/media/product/250_51301_laptop_microsoft_surface_pro_9_platinum_3.jpg,Laptop Microsoft Surface Pro 9 (Core i5 1245U/ 8GB/ 256GB SSD/ 13.0inch Touch/ Windows 11 Home/ Platinum),: 8,: 12,: Windows 11 Home,": 2 x USB-C, 3.5mm, 1 x Surface Connect port, Surface Type Cover port",26.790.000 ₫,: 8Gb,: ,: ,: ,: 2K,": Khoảng 13 inch,: 287x208x9.3mm",: 256GB,: ,: SSD,https://www.phucanh.vn//laptop-microsoft-surface-pro-9-core-i5-1245u-8gb-256gb-ssd-130inch-touch-windows-11-home-platinum.html,: 0.879Kg,": Wi-Fi 6, Bluetooth 5.1"
: Lên đến 15.5 giờ sử dụng thiết bị thông thường,: Core i5 Alder Lake,: 12450H,: 3.3 GHz,: Platinum,: Khoảng 13 inch,,https://phucanhcdn.com/media/product/250_51300_laptop_microsoft_surface_pro_9_platinum_3.jpg,Laptop Microsoft Surface Pro 9 (Core i5 1245U/ 8GB/ 128GB SSD/ 13.0inch Touch/ Windows 11 Home/ Platinum),: 8,: 12,: Windows 11 Home,": 2 x USB-C, 3.5mm, 1 x Surface Connect port, Surface Type Cover port",24.190.000 ₫,: 8Gb,: ,: ,: ,: 2K,": Khoảng 13 inch,: 287x208x9.3mm",: 128GB,: ,: SSD,https://www.phucanh.vn//laptop-microsoft-surface-pro-9-core-i5-1245u-8gb-128gb-ssd-130inch-touch-windows-11-home-platinum.html,: 0.879Kg,": Wi-Fi 6, Bluetooth 5.1"
: 4 cell,: Core i7 Alder Lake,: 12700H,: 3.5 GHz,: Black,: 15.6inch WQHD,: Nvidia GeForce RTX 3060 6GB GDDR6,https://phucanhcdn.com/media/product/250_51279_laptop_asus_gaming_rog_strix_scar_15_11.jpg,Laptop Asus Gaming ROG Strix SCAR 15 G533ZM-LN2210W (Core i7 12700H/ 16GB/ 512Gb SSD/ Nvidia GeForce RTX 3060 6GB GDDR6/ 15.6inch WQHD/ Windows 11 Home/ Black/ Vỏ nhôm/ Balo),: 14,: 20,: Windows 11 Home,: 1x 2.5G LAN port1x Thunderbolt™ 4 support DisplayPort™1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery2x USB 3.2 Gen 1 Type-A1x HDMI 2.1,38.990.000 ₫,: 16Gb (2x8Gb),: 2,: 4800,: DDR5,: WQHD (2560x1440) ,": 15.6inch WQHD,: 35.4 x 25.9 x 2.26 ~ 2.72 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-gaming-rog-strix-scar-15-g533zm-ln2210w.html,": 2,3 Kg",: Wi-Fi 6E(802.11ax)+Bluetooth 5.2 (Dual band) 2*2
: 4 cell,: Core i7 Alder Lake,: 12700H,: 3.5 GHz,: Black,: 15.6inch WQHD,: Nvidia GeForce RTX 3060 6GB GDDR6,https://phucanhcdn.com/media/product/250_51273_laptop_asus_gaming_rog_strix_scar_15_10.jpg,Laptop Asus Gaming ROG Strix SCAR 15 G533ZM-LN013W (Core i7 12700H/ 16GB/ 1TB SSD/ Nvidia GeForce RTX 3060 6GB GDDR6/ 15.6inch WQHD/ Windows 11 Home/ Black/ Vỏ nhôm/ Balo/ Chuột),: 14,: 20,: Windows 11 Home,: 1x 2.5G LAN port1x Thunderbolt™ 4 support DisplayPort™1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery2x USB 3.2 Gen 1 Type-A1x HDMI 2.1,53.990.000 ₫,: 16Gb (2x8Gb),: 2,: 4800,: DDR5,: WQHD (2560x1440) ,": 15.6inch WQHD,: 35.4 x 25.9 x 2.26 ~ 2.72 cm",: 1TB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-gaming-rog-strix-scar-15-g533zm-ln013w.html,": 2,3 Kg",: Wi-Fi 6E(802.11ax)+Bluetooth 5.2 (Dual band) 2*2
: 3 cell,: AMD Ryzen 3,: 5300U,: 2.6 GHz,: Grey,: 14.0inch Full HD,: AMD Radeon Graphics,https://phucanhcdn.com/media/product/250_51209_laptop_lenovo_thinkbook_14_g3_acl_amd_a9.jpg,Laptop Lenovo ThinkBook 14 G3 ACL 21A200RVVN (Ryzen 3 5300U/ 8GB/ 512GB SSD/ AMD Radeon Graphics/ 14.0inch Full HD/ Windows 11 Home/ Grey/ Vỏ nhôm/ 2 Year),: 4,: 8,: Windows 11 Home,": 1x Ethernet (RJ-45)1x USB 3.2 Gen 11x HDMI® 1.4b1x Card reader1x Headphone / microphone combo jack (3.5mm)1x USB 3.2 Gen 1 (Always On)2x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)",8.990.000 ₫,: 8Gb (4Gb onboard + 1 khe rời),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 323 x 218 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkbook-14-g3-acl-21a200rvvn-ryzen-3-5300u.html,": 1,4 Kg",: 11ac 2x2 + BT5.0
: 4 cell,: Core i5 Tiger Lake,: 1135G7,: 2.4 GHz ,: Black,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51205_49980_laptop_lenovo_thinkpad_t14s_gen_2_a2.jpg,Laptop Lenovo ThinkPad T14S GEN 2 Core i5 1135G7/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Pro/ Black/ Carbon Fiber/ 3 Year,: 4,: 8,: Windows 11 Pro,": 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)2x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4a)1x HDMI 2.01x Headphone / microphone combo jack (3.5mm)",32.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 326.8 x 225.5 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-t14s-gen-2-core-i5-1135g7-16gb-512gb-ssd-intel-iris-xe-graphics-140inch-full-hd-windows-11-pro-black-carbon-fiber-3-year.html,": 1,36 Kg",": Intel Wi-Fi 6E AX210, 11ax 2x2 + BT5.1"
: 4 cell,: Core i7 Tiger Lake,: 1165G7,: 2.8 GHz,: Black,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51204_49980_laptop_lenovo_thinkpad_t14s_gen_2_a2.jpg,Laptop Lenovo ThinkPad T14S GEN 2 (Core i7 1165G7/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Pro/ Black/ Carbon Fiber/ 3 Year),: 4,: 8,: Windows 11 Pro,": 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)2x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4a)1x HDMI 2.01x Headphone / microphone combo jack (3.5mm)",36.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 326.8 x 225.5 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-t14s-gen-2-core-i7-1165g7-16gb-512gb-ssd-intel-iris-xe-graphics-140inch-full-hd-windows-11-pro-black-carbon-fiber-3-year.html,": 1,36 Kg",": Intel Wi-Fi 6E AX210, 11ax 2x2 + BT5.1"
: 3 cell,: Core i5 Raptor Lake,: 13500H,: 2.6 GHz,: Silver,: 14.0inch 2.8K,: Nvidia GeForce RTX 3050 4Gb GDDR6,https://phucanhcdn.com/media/product/250_51148_laptop_asus_vivobook_pro_14_oled_7.jpg,Laptop Asus Vivobook Pro K3405VC-KM006W (Core i5 13500H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 14.0inch 2.8K/ Windows 11 Home/ Silver/ Vỏ nhựa),: 12 Cores,: 16 Threads,: Windows 11 Home,: 1x USB 3.2 Gen 1 Type-C2x USB 3.2 Gen 1 Type-A1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack1x DC-in,29.490.000 ₫,: 16Gb (2x8Gb),: 1,: 3200,: DDR4,: 2.8K (2880x1800),": 14.0inch 2.8K,: 31.71 x 22.25 x 1.89 ~ 1.89 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-vivobook-pro-14-oled-k3405vc-km006w.html,": 1,4 Kg",: Wi-Fi 6(Gig+)(802.11ax)+Bluetooth 5.0 (Dual band) 2*2
: 4 cell,: Core i5 Raptor Lake,: 1340P,: 1.9 GHz,: Blue,: 14.0inch WUXGA Touch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51146_laptop_asus_zenbook_flip_14_oled_7.jpg,Laptop Asus Zenbook Flip UP3404VA-KN038W (Core i5 1340P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA Touch/ Windows 11 Home/ Blue/ Vỏ nhôm/ Pen/ Túi Sleeve/ USB-A to RJ45),: 12,: 16,: Windows 11 Home,: 1x USB 3.2 Gen 2 Type-A2x Thunderbolt™ 4 supports display / power delivery1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack,29.990.000 ₫,: 16Gb,: Không hỗ trợ,: 4800,: DDR5,: WQXGA+ (2880x1880) ,": 14.0inch WUXGA Touch,: 31.15 x 22.34 x 1.59 ~ 1.59 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-zenbook-flip-14-oled-up3404va-kn038w.html,": 1,5 kg",: Wi-Fi 6E(802.11ax)+Bluetooth 5.2 (Dual band) 2*2
: 4 cell,: Core i7 Raptor Lake,: 1360P,: 2.2 GHz,: Blue,: 14.0inch WUXGA Touch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51145_laptop_asus_zenbook_flip_14_oled_7.jpg,Laptop Asus Zenbook Flip UP3404VA-KN039W (Core i7 1360P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA Touch/ Windows 11 Home/ Blue/ Vỏ nhôm/ Pen/ Túi Sleeve/ USB-A to RJ45),: 12 Cores,: 16 Threads,: Windows 11 Home,: 1x USB 3.2 Gen 2 Type-A2x Thunderbolt™ 4 supports display / power delivery1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack,33.990.000 ₫,: 16Gb,: Không hỗ trợ,: 4800,: DDR5,: WQXGA+ (2880x1880) ,": 14.0inch WUXGA Touch,: 31.15 x 22.34 x 1.59 ~ 1.59 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-zenbook-flip-14-oled-up3404va-kn039w.html,": 1,5 kg",: Wi-Fi 6E(802.11ax)+Bluetooth 5.2 (Dual band) 2*2
: 4 cell,: AMD Ryzen 7,: 7735HS,: 3.2 GHz,: Grey,: 15.6inch Full HD,: Nvidia GeForce RTX 4050 6GB GDDR6,https://phucanhcdn.com/media/product/250_51144_laptop_asus_tuf_gaming_a15_8.jpg,Laptop Asus TUF Gaming FA507NU-LP034W (Ryzen 7 7735HS/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),: 8,: 16,: Windows 11 Home,: 1x RJ45 LAN port; 1x USB 3.2 Gen 1 Type-C; 1x USB 3.2 Gen 1 Type-C support DisplayPort / G-SYNC; 2x USB 3.2 Gen 1 Type-A,31.990.000 ₫,: 8Gb,: 2,: 4800,: DDR5,: Full HD (1920x1080) ,": 15.6inch Full HD,: 354 x 251 x 22.4-24.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-tuf-gaming-fa507nu-lp034w.html,": 2,2 Kg",: Intel Wi-Fi 6(Gig+)(802.11ax)+Bluetooth 5.0
: 3 cell,: Core i7 Tiger Lake,: 11800H,: 2.3 GHz,: Black,: 15.6inch Full HD,: Nvidia GeForce RTX 3050 4Gb GDDR6,https://phucanhcdn.com/media/product/250_51139_laptop_msi_gaming_gf63_thin_11uc_1228vn_5.jpg,Laptop MSI Gaming GF63 Thin 11UC-1228VN (Core i7 11800H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black),: 8,: 16,: Windows 11 Home,: 1x Type-C USB3.2 Gen1; 3x Type-A USB3.2 Gen1; 1x RJ45; 1x (4K @ 30Hz) HDMI,23.490.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 359 x 259 x 24.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-msi-gaming-gf63-thin-11uc-1228vn.html,": 1,86 Kg",: 802.11 ax Wi-Fi 6 + Bluetooth v5.1
: 3 cell,: Core i7 Raptor Lake,: 13620H,: 2.2 GHz,: Black,: 15.6inch Full HD,: Nvidia GeForce RTX 4050 6GB GDDR6,https://phucanhcdn.com/media/product/250_51138_laptop_msi_gaming_katana_15_b13vek_252vn_6.jpg,Laptop MSI Gaming Katana 15 B13VEK-252VN (Core i7-13620H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhựa/ Balo),: 10 Cores,: 16 Threads,: Windows 11 Home,: 2x Type-A USB3.2 Gen1; 1x Type-C USB3.2 Gen1; 1x (4K @ 60Hz) HDMI; 1x RJ45; 1x Type-A USB2.0,33.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 359 x 259 x 27.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-msi-gaming-katana-15-b13vek-252vn.html,": 2,25kg",: 802.11 ax Wi-Fi 6 + Bluetooth v5.1
: 3 cell,: Core i7 Alder Lake,: 12700H,: 3.5 GHz,: Black,: 17.3inch Full HD,: Nvidia GeForce RTX 3060 6GB GDDR6,https://phucanhcdn.com/media/product/250_51098_laptop_msi_gaming_crosshair_17_6.jpg,Laptop MSI Gaming Crosshair 17 A12UEZ-272VN (Core i7 12700H/ 16GB/ 1TB SSD/ Nvidia GeForce RTX 3060 6GB GDDR6/ 17.3inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm/ Balo),: 14,: 20,: Windows 11 Home,: 1x RJ45; 1x SD (XC/HC); 1x (4K @ 30Hz) HDMI; 1x Mini-DisplayPort; 1x Type-C USB3.2 Gen2; 3x Type-A USB3.2 Gen1,43.990.000 ₫,: 16Gb (2x8Gb),: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 17.3inch Full HD,: 397.6 x 283.5 x 20.1-20.8 mm",: 1TB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-msi-gaming-crosshair-17-a12uez-272vn.html,": 2,6 Kg",: Intel Wi-Fi 6 AX201(2*2 ax) + BT5.2
: 4 cell,: Core i7 Raptor Lake,: 13700H,: 3.7 GHz,: Black,: 17.3inch QHD,: Nvidia GeForce RTX 4070 8GB GDDR6,https://phucanhcdn.com/media/product/250_51097_laptop_msi_gaming_vector_gp77_5.jpg,Laptop MSI Gaming Vector GP77 13VG-043VN (Core i7 13700H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 17.3inch QHD/ Windows 11 Home/ Black/ Vỏ nhôm/ Balo),: 14,: 20,: Windows 11 Home,: 1x Type-C (USB3.2 Gen2 / DP) hỗ trợ sạc PD3x Type-A USB3.2 Gen11x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz)1x Mini-DisplayPort1x RJ45,56.990.000 ₫,: 16Gb (2x8Gb),: 2,: 4800,: DDR5,: WQHD (2560x1440) ,": 17.3inch QHD,: 397 x 284 x 25.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-msi-gaming-vector-gp77-13vg-043vn.html,": 2,8 Kg",: Intel Wi-Fi 6 AX201(2*2 ax) + BT5.2
: 3 cell,: Core i5 Alder Lake,: 12450H,: 3.3 GHz,: Black,: 15.6inch Full HD,: Nvidia GeForce RTX 2050 4GB GDDR6,https://phucanhcdn.com/media/product/250_51096_laptop_msi_gaming_cyborg_15_8.jpg,Laptop MSI Gaming Cyborg 15 A12UCX-281VN (Core i5 12450H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 2050 4GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ Balo),: 8,: 12,: Windows 11 Home,: 1x Type-C (USB3.2 Gen1 / DP)2x Type-A USB3.2 Gen11x HDMI™ 2.1 (4K @ 60Hz)1x RJ45,21.990.000 ₫,: 8Gb,: 2,: 4800,: DDR5,: Full HD (1920x1080) ,": 15.6inch Full HD,: 359.36 x 250.34 x 21.95~22.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-msi-gaming-cyborg-15-a12ucx-281vn.html,": 1,98 kg",: 802.11 ax Wi-Fi 6 + Bluetooth v5.1
: 3 cell,: Core i7 Alder Lake,: 12650H,: 3.5 GHz,: Black,: 15.6inch Full HD,: Nvidia GeForce RTX 4060 8GB GDDR6,https://phucanhcdn.com/media/product/250_51095_laptop_msi_gaming_cyborg_15_a12vf_8.jpg,Laptop MSI Gaming Cyborg 15 A12VF-267VN (Core i7 12650H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ Balo),: 10 Cores,: 16 Threads,: Windows 11 Home,: 1x Type-C (USB3.2 Gen1 / DP)2x Type-A USB3.2 Gen11x HDMI™ 2.1 (4K @ 60Hz)1x RJ45,30.490.000 ₫,: 8Gb,: 2,: 4800,: DDR5,: Full HD (1920x1080) ,": 15.6inch Full HD,: 359.36 x 250.34 x 21.95~22.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-msi-gaming-cyborg-15-a12vf-267vn.html,": 1,98 kg",: 802.11 ax Wi-Fi 6 + Bluetooth v5.1
: 6 cell,: Core i9 Raptor Lake,: 13900H,: 5.4 GHz,: Silver,: 15.6inch 2.8K,: Nvidia GeForce RTX 4050 6GB GDDR6,https://phucanhcdn.com/media/product/250_50674_laptop_asus_vivobook_pro_15_silver_8.jpg,Laptop Asus Vivobook Pro 15 K6502VU-MA090W (Core i9-13900H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch 2.8K/ Windows 11 Home/ Silver/ Vỏ nhôm),: 14 Cores,: 20 Threads,: Windows 11 Home,: 2x USB 3.2 Gen 1 Type-A1x Thunderbolt™ 4 supports display / power delivery1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack1x RJ45 Gigabit Ethernet1x DC-in3 in1 card reader SD/MMC/MSMicro SD card reader,41.990.000 ₫,: 16Gb (2x8Gb),: 1,: 4800,: DDR5,: 2.8K (2880x1800),": 15.6inch 2.8K,: 35.63 x 23.53 x 1.99 ~ 2.00 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-vivobook-pro-15-k6502vu-ma090w.html,": 1,80 Kg",: Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2
: 3 cell,: Core i5 Raptor Lake,: 13500H,: 2.6 GHz,: Silver,: 14.0inch WUXGA,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50673_laptop_asus_vivobook_flip_tp3402va_lz031w_7.jpg,Laptop Asus Vivobook Flip TP3402VA-LZ031W (Core i5 13500H/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA/ Windows 11 Home/ Silver/ Vỏ nhôm),: 12 Cores,: 16 Threads,: Windows 11 Home,: 1x USB 2.0 Type-A1x USB 3.2 Gen 2 Type-A1x USB 3.2 Gen 2 Type-C support display / power delivery1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack1x DC-in,21.990.000 ₫,: 16Gb (2x8Gb),: 1,: 3200,: DDR4,: WUXGA (1920x1200) ,": 14.0inch WUXGA,: 31.32 x 22.76 x 1.89 ~ 1.89 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-vivobook-flip-tp3402va-lz031w.html,": 1,5 Kg",: Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2
: 3 cell,: Core i3 Alder Lake,: 1220P,: 1.1 GHz,: Silver,: 14.0inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_50584_laptop_asus_vivobook_x14_7.jpg,Laptop Asus Vivobook X1402ZA-EK098W (Core i3 1220P/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa),: 10 Cores,: 12 Threads,: Windows 11 Home,: 1x HDMI 1.41x 3.5mm Combo Audio Jack1x DC-in1x USB 2.0 Type-A1x USB 3.2 Gen 1 Type-C2x USB 3.2 Gen 1 Type-A,13.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 32.49 x 21.39 x 1.99 ~ 1.99 cm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-vivobook-x1402za-ek098w.html,": 1,5 Kg",: Wi-Fi 5(802.11ac)+Bluetooth 4.1 (Dual band) 1*1
: 3 cell,: Core i3 Alder Lake,: 1220P,: 1.1 GHz,: Blue,: 15.6inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_50583_laptop_asus_vivobook_15x_oled_7.jpg,Laptop Asus Vivobook A1503ZA-L1150W (Core i3 1220P/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Blue),: 10 Cores,: 12 Threads,: Windows 11 Home,: 1x HDMI 1.41x 3.5mm Combo Audio Jack1x DC-in1x USB 2.0 Type-A1x USB 3.2 Gen 1 Type-C2x USB 3.2 Gen 1 Type-A,16.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 359 x 235 x 17.9-17.9 mm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-vivobook-a1503za-l1150w.html,": 1,8 Kg",: Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2
