Name,Price,URL,ImgURL,CPU,Ram,Storage,Graphics,Display,Status
Laptop Lenovo IdeaPad 3 15ABA7 82RN0070VN,10990000,https://laptop88.vn/moi-100-full-box-laptop-lenovo-ideapad-3-15aba7-82rn0070vn-amd-ryzen-5-5625u-15.6-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7699.jpg,"R5 - 5625U
",8GB DDR4,SSD 512GB NVMe,AMD Radeon Graphics,15.6 FHD ,New 100%
Laptop Dell Inspiron 14 5425,13990000,https://laptop88.vn/moi-99-laptop-dell-inspiron-14-5425-amd-r5-5625u-16gb-ram-14-inch-full-hd-touch.html,https://laptop88.vn/media/product/pro_poster_7765.jpg,"AMD R5-5625U
",16GB DDR4 ,SSD 512GB NVMe,"AMD Radeon Vega
",14.0 Full HD+ Touch,New Outlet
Laptop Acer Nitro 5 AN515,19690000,https://laptop88.vn/moi-100-full-box-laptop-acer-nitro-5-eagle-an515-57-54mv-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_6713.jpg,i5 - 12500H,16GB DDR4,SSD 512GB,Nvidia RTX 3050Ti,15.6 Full HD 144Hz,New Outlet
Laptop cũ Dell XPS 13 9350,8690000,https://laptop88.vn/laptop-dell-xps-9350-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_5006.jpg,i5 - 6200U,8GB LPDDR3,SSD 256GB,Intel HD 520,13.3 inch Full HD,Used
Lenovo Legion 5 15IAH7 82RC008LVN,23990000,https://laptop88.vn/moi-100-full-box-laptop-lenovo-legion-5-pro-2022-16iah7-82s00004us-intek-core-i7-12700h-rtx-3050ti-16-inch-165hz.html,https://laptop88.vn/media/product/pro_poster_7036.jpg,i5 - 12500H,8GB DDR5,SSD 512GB NVMe ,Nvidia RTX 3050,"15.6 FHD, 165Hz",New 100%
Laptop Cũ HP Probook 640 G3,5990000,https://laptop88.vn/laptop-cu-hp-probook-640-g3-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_6796.jpg,i5 - 7200U,8GB DDR4,SSD 256GB,Intel HD 620,14 inch HD,Used
Laptop Dell Latitude E5570,6090000,https://laptop88.vn/laptop-dell-latitude-e5570-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_3984.jpg,i5 - 6200U,8GB DDR4,SSD 240GB,Intel HD 520,15.6 inch Full HD,Used
Laptop Dell Vostro 3405 R1505D,10990000,https://laptop88.vn/moi-100-full-box-laptop-dell-vostro-v3405-v4r53500u003w1-amd-ryzen-5.html,https://laptop88.vn/media/product/pro_poster_6881.jpg,"AMD R5-3500U
",8GB DDR4,SSD 256GB NVMe,"Card AMD Vega 
",14 Full HD,New 100%
Laptop cũ Dell Latitude E5550,5490000,https://laptop88.vn/laptop-dell-latitude-e5550-intel-core-i5-5300u-ram-4gb-ssd-120gb-intel-hd-graphics-5500-15.6-inch-hd/p3992.html,https://laptop88.vn/media/product/pro_poster_3992.jpg,i5 - 5200U,4GB DDR3,SSD 120GB,Intel HD 5500,15.6 inch HD,Used
Laptop Cũ Dell Latitude E6440,3990000,https://laptop88.vn/dell-latitude-e6440-core-i5.html,https://laptop88.vn/media/product/pro_poster_2440.jpg,i5 - 4200M,4GB DDR3,SSD 120GB,Intel HD 620,14 inch HD,Used
Laptop cũ Dell Latitude E6540,5390000,https://laptop88.vn/laptop-dell-latitude-e6540-core-i5.html,https://laptop88.vn/media/product/pro_poster_3804.jpg,i5 - 4200M,4GB DDR3L,SSD 120GB,Intel HD 4600,15.6 inch Full HD,Used
Laptop Dell Latitude 7280,5490000,https://laptop88.vn/laptop-dell-latitude-7280-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_4672.jpg,i5 - 6200U,8GB DDR4,SSD 240GB,Intel HD Graphics,12.5 inch Full HD,Used
Laptop Cũ Dell Latitude 5500,9790000,https://laptop88.vn/laptop-cu-dell-latitude-5500-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_7213.jpg,i7 - 8560u,8GB DDR4,SSD 256GB,Intel UHD 620,15.6 inch Full HD,New 100%
Laptop cũ Dell Latitude E5450,4990000,https://laptop88.vn/laptop-dell-latitude-e5450-intel-core-i5-5300uram-4gbssd-120gbintel-hd-graphics-550014-inch-hd.html,https://laptop88.vn/media/product/pro_poster_3952.jpg,i5 - 5200U,4GB DDR3,SSD 120GB,Intel HD 5500,14 inch HD,Used
Laptop Cũ Dell Latitude 5591,10690000,https://laptop88.vn/laptop-cu-dell-latitude-5591-intel-core-i7.html,https://laptop88.vn/media/product/7493_laptop_dell_latitude_5591_1.jpg,i7 - 8850H,8GB or 16GB DDR4,SSD 256GB,Intel UHD Graphics,15.6 inch Full HD,Used
Laptop Cũ Dell Vostro 3400,7990000,https://laptop88.vn/moi-100-full-box-laptop-dell-vostro-3400-intel-core-i3.html,https://laptop88.vn/media/product/6700_dsc04677_min.jpg,"Intel Core i3 1115G4
",4GB DDR4,SSD 256GB NVMe,"Card Intel UHD Graphics
",14.0 HD,Used
Laptop Workstation Cũ ThinkPad P50,12990000,https://laptop88.vn/laptop-workstation-cu-thinkpad-p50-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_4854.jpg,i7 - 6700HQ,8GB DDR4,SSD 240GB,Quadro M1000M,15.6 Full HD,Used
Laptop ASUS TUF Gaming A15 FA507NU,28990000,https://laptop88.vn/moi-100-full-box-laptop-asus-tuf-gaming-a15-fa507nu-lp034w-amd-ryzen-7-7735hs-rtx-4050-6gb-15.6-inch-full-hd-144hz.html,https://laptop88.vn/media/product/pro_poster_7960.jpg,"R7 - 7735HS 
",8GB DDR5,SSD 512GB NVMe,Nvidia RTX 4050 6GB,15.6 Full HD 144Hz,New 100%
Laptop Cũ Dell Latitude 7300,8190000,https://laptop88.vn/laptop-cu-dell-latitude-7300-intel-core-i5.html,https://laptop88.vn/media/product/7210_5401.png,i5 - 8265U,8GB DDR4,SSD 256GB,Intel UHD 620,13.3 Full HD,Used
Laptop Gaming cũ Dell Inspiron 5577,10990000,https://laptop88.vn/dell-inspiron-gaming-5577-intel-i5-7300hqram8ssd-hdd-1tb-nvidia-geforce-gtx-1050-4gb-ddr5fhd-ips156inch.html,https://laptop88.vn/media/product/pro_poster_3773.jpg,i5 - 7300HQ,8GB DDR4,SSD 240GB,Nvidia GTX 1050,15.6 Full HD,Used
Laptop Dell Gaming G15 5511,16990000,https://laptop88.vn/moi-100-full-box-laptop-dell-gaming-g15-5511-70266676-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_6908.jpg,"Core i5-11260H
",8GB DDR4,SSD 256GB NVMe,Nvidia RTX 3050,15.6 Full HD,New Outlet
Laptop Lenovo Legion 5 Pro 16ARX8 82WM001SCD,35990000,https://laptop88.vn/new-100-laptop-lenovo-legion-5-pro-16arx8-82wm001scd-amd-ryzen-7-7745hx-rtx-4060-16-inch-wqxga-100-srgb-165hz.html,https://laptop88.vn/media/product/pro_poster_8149.jpg,R7-7745HX,16GB DDR5,SSD 512GB NVMe,Nvidia RTX 4060 8GB,16 240Hz 100%sRGB,New 100%
Laptop Asus ROG STRIX G15 G513IH,17790000,https://laptop88.vn/moi-100-full-box-laptop-asus-rog-strix-g15-g513ih-hn015t-amd-ryzen-7.html,https://laptop88.vn/media/product/pro_poster_6637.jpg,R7-4800H,8GB DDR4,SSD 512GB,Nvidia GTX 1650,15.6 Full HD 144Hz,New 100%
Laptop Dell Inspiron 14 7420 4X4J0 2in1 (2022),18690000,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-14-7420-r6h1w-2in1-intel-core-i5-1235u-14-inch-full-hd-touch.html,https://laptop88.vn/media/product/7401_dsc06756_edit__2_.jpg,"Core i5-1235U
",8GB DDR4,SSD 512GB,"Intel Iris Xe Graphics
",14.0 Full HD,New Outlet
Lenovo Legion Pro 7 16IRX8H 82WQ002SUS,76990000,https://laptop88.vn/new-100-lenovo-legion-pro-7-16irx8h-82wq002sus-intel-core-i9-13900hx-rtx-4080-16-inch-qhd-240hz-500nits-100-srgb.html,https://laptop88.vn/media/product/pro_poster_8060.jpg,i9 - 13900HX,8GB DDR5 5600Mhz,SSD 1TB NVMe,Nvidia RTX 4080,16 240Hz 100% sRGB,New 100%
Laptop Dell Inspiron 5405,14990000,https://laptop88.vn/new-100-laptop-dell-inspiron-5405-r2602s-amd-ryzen-5-4500u-14-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7870.jpg,"R5-4500U
",16GB DDR4,SSD 512GB NMVe,"AMD Radeon Graphics
",14 Full HD,New 100%
Laptop Dell Gaming G15 5525,15990000,https://laptop88.vn/moi-100-full-box-laptop-dell-g15-5525-r5h085w11gr3050-amd-ryzen-5-6600h-rtx-3050-4gb-15.6-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7829.jpg,R5 - 6600H,8GB DDR5,SSD 512GB NVMe,AMD Radeon Vega,15.6 Full HD,Used
Laptop Dell Gaming G15 5520 R1766B,26990000,https://laptop88.vn/moi-100-full-box-laptop-dell-gaming-g15-5520-2022-intel-core-i7-12700h-rtx-3050ti.html,https://laptop88.vn/media/product/pro_poster_7053.jpg,i7-12700H,16GB DDR5,SSD 512GB,NVIDIA RTX3060 ,15.6 165Hz 100%sRGB,New 100%
Laptop Gaming Acer Nitro 17 Phoenix AN17,34690000,https://laptop88.vn/new-100-laptop-acer-nitro-17-2023.html,https://laptop88.vn/media/product/pro_poster_7878.jpg,"Intel i5 13500H
",8GB DDR5,SSD 512GB NVMe,Nvidia RTX 4050,17.3 165Hz 100% sRGB,New 100%
Laptop Lenovo Legion 5 Pro 16IAH7H 82S00003US,24590000,https://laptop88.vn/moi-100-full-box-laptop-lenovo-legion-5-pro-16iah7h-82s0003us-intel-core-i7-12700h-rtx-3050ti-6gb-16-inch-wqxga.html,https://laptop88.vn/media/product/pro_poster_8145.jpg,i7 - 12700H,16GB DDR5,SSD 512GB NVMe,Nvidia RTX 3050,16 WQXGA 165Hz,New Outlet
Laptop ASUS TUF GAMING FX506HF,18990000,https://laptop88.vn/new-100-laptop-asus-tuf-gaming-fx506hf-hn014w-intel-core-i5-11400h-rtx2050-15.6-inch-full-hd-144hz.html,https://laptop88.vn/media/product/7980_7832_7452_11020_asus_tuf_gaming_a15_fa506ihr_1.jpg,"i5-11400H
",8GB DDR4,SSD 512GB NVMe,"Nvidia RTX 2050
",15.6 Full HD 144Hz,New 100%
Laptop Asus TUF Dash 2022 F15 FX517ZC HN077W,20790000,https://laptop88.vn/moi-100-full-box-laptop-asus-tuf-dash-2022-f15-intel-core-i5-12450h-rtx-3050-black.html,https://laptop88.vn/media/product/pro_poster_7008.jpg,"Intel Core i5-12450H
",8GB DDR5 ,SSD 512GB NVMe,Geforce RTX 3050,15.6 Full HD 144Hz,New 100%
Laptop Asus TUF Gaming A15 FA507RE,20690000,https://laptop88.vn/moi-100-full-box-laptop-asus-tuf-gaming-a15-fa507r-m004y0-amd-ryzen-7-6800h-rtx-3050-ti-15.6-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7784.jpg,R7 - 6800H,8GB DDR5,SSD 512GB NMVe,Nvidia RTX  3050Ti,15.6 Full HD ,New 100%
Laptop ASUS TUF Dash F15  FX517ZE,21990000,https://laptop88.vn/moi-100-full-box-laptop-asus-tuf-dash-f15-fx517ze-hn045w-intel-core-i5-12450h-rtx-3050-ram-8gb-ddr5.html,https://laptop88.vn/media/product/pro_poster_7410.jpg,Intel Core i5-12450H,8GB DDR5,SSD 512GB NVMe,RTX 3050Ti,15.6 Full HD 144Hz,New 100%
Laptop MSI Gaming Bravo 15 B5DD,15490000,https://laptop88.vn/new-100-laptop-msi-gaming-bravo-15-b5dd-417vn-amd-ryzen-5-5600h-rx5500m-4gb-15.6-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7874.jpg,"AMD R5-5600H
",8GB DDR4,SSD 512GB NMVe,RX5500M 4GB GDDR6,15.6 Full HD 144hz,New 100%
Laptop Cũ Lenovo Legion 5 Pro 16ITH6H,21690000,https://laptop88.vn/moi-100-full-box-laptop-lenovo-legion-5-pro-16ach6h.html,https://laptop88.vn/media/product/pro_poster_6403.jpg,"i7-11800H
",16GB DDR4,SSD 512GB NMVe,"Nvidia RTX 3050
",16 2K 100% sRGB,Used
Laptop Acer Predator Triton 300 SE PT314,28990000,https://laptop88.vn/new-100-laptop-acer-predator-triton-300-se-pt314-52s-747p-nh.qhmaa.001-intel-core-i7-12700h-rtx3060-14-inch-wuxga.html,https://laptop88.vn/media/product/pro_poster_8151.jpg,"i7 - 12700H
",16GB DDR5 ,SSD 512GB NMVe,Nvidia RTX 3060,14 inch (1920 x 1200),New 100%
Laptop Lenovo Legion 5 Pro 16IAH7H 82RF0043VN,33990000,https://laptop88.vn/moi-100-full-box-laptop-lenovo-legion-5-pro-16iah7h-82rf0002us-intel-core-i7-12700h-rtx-3060-6gb-16-inch-wqxga.html,https://laptop88.vn/media/product/pro_poster_7665.jpg,i7 - 12700H,16GB DDR5,SSD 512GB NVMe,Nvidia RTX 3060,16 WQXGA 165Hz,New 100%
Laptop Cũ Dell Inspiron 5310,13690000,https://laptop88.vn/moi-100-full-box-laptop-dell-vostro-5310-intel-core-i5-11320h-13.3-inch-qhd.html,https://laptop88.vn/media/product/7785_7375_dell_inspiron_5310____nh_ch__nh_bzgdak.jpg,i5 - 11320H,8GB DDR4,SSD 512GB,Intel Iris Xe Graphics,13.3 2K,Used
Laptop Asus Vivobook 15X OLED  A1503ZA,16890000,https://laptop88.vn/moi-100-full-box-laptop-asus-vivobook-15x-a1503za-l1422w-intel-i5-12500h.html,https://laptop88.vn/media/product/pro_poster_7321.jpg,"Core i5-12500H
",8GB DDR4,SSD 512GB NVMe,"Intel Iris Xe
",15.6 FHD 100%DCi-P3,New 100%
Laptop Dell Vostro 16 5620 R1505A,16690000,https://laptop88.vn/moi-100-full-box-laptop-dell-vostro-16-5620-r1505a-intel-core-i5-1240p-16-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7810.jpg,i5 - 1240P,8GB DDR4,SSD 256GB,"Intel UHD Graphics
",16 Full HD+,New 100%
Laptop HP 15s,14390000,https://laptop88.vn/moi-100-full-box-laptop-hp-15s-fq2602tu-4b6d3pa-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_6662.jpg,"Core i5-1235U
",8GB DDR4,SSD 256GB NVMe,"Intel UHD Graphics
",15.6 Full HD,New 100%
Laptop ASUS Vivobook 15 OLED A1505VA,18790000,https://laptop88.vn/new-100-laptop-asus-vivobook-15-oled-a1505va-l1114w-intel-core-i5-13500h-15.6-inch-full-hd-oled.html,https://laptop88.vn/media/product/pro_poster_8039.jpg,"I5-13500H
",16GB DDR4,SSD 512GB NVMe,"Intel Iris Xe Graphics
",15.6 Full HD OLED,New 100%
Laptop Dell Inspiron 3511 XG9DP,11990000,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-15-3511-intel-core-i5-1.html,https://laptop88.vn/media/product/pro_poster_6932.jpg,"Core i5-1035G1
",8GB DDR4 ,SSD 256GB NVMe,"Intel UHD Graphics
",15.6 Full HD,New 100%
Laptop Lenovo Ideapad 5 Pro 16ARH7 82SN00B0VN,24590000,https://laptop88.vn/new-100-laptop-lenovo-ideapad-5-pro-16arh7-82sn00b0vn-ryzen-7-6800hs-16gb-512gb-rtx-3050-16-inch-2.5k.html,https://laptop88.vn/media/product/pro_poster_8194.jpg,R7 - 6800HS,16GB LPDDR5,SSD 512GB NVMe,RTX 3050,16 inch 2.5K,New 100%
Laptop Lenovo Ideapad Slim 9i 14ITL5 82D2000QUS,18990000,https://laptop88.vn/new-outlet-laptop-lenovo-ideapad-slim-9-14itl5-82d2000qus-intel-core-i7-1195g7-16gb-14-inch-4k-ips-500nits-90-dci-p3.html,https://laptop88.vn/media/product/pro_poster_8059.jpg,"Core i7-1195G7
",16GB LPDDR4,SSD 512GB NVMe,"Intel Iris Xe Graphics
",14 4K 500nits 100% sRGB,New Outlet
Laptop Dell Inspiron 14 7425 RG6WW  2 in 1,15690000,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-14-7425-2-in-1-amd-ryzen-5-5625u-2022.html,https://laptop88.vn/media/product/pro_poster_7381.jpg,"AMD R5-5625U
",8GB DDR4,SSD 512GB,"Integrated AMD Vega
",14.0 Full HD+ Touch,New 100%
Laptop Dell Inspiron 15 3511 JNM5H,13290000,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-15-3511-r1605s-intel-core-i5-1135g7-15.6-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7716.jpg,Intel Core i5-1135G7,8GB,SSD 256GB,Intel VGA,15.6 Full HD,New 100%
Laptop Dell Inspiron 16 5625 R1505S,15290000,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-16-5625-70281537-amd-ryzen-5-5625u-16-inch-full-hd-2022.html,https://laptop88.vn/media/product/pro_poster_7413.jpg,"R5 - 5625U
",8GB DDR4,SSD 512GB NVMe,"AMD Radeon Graphics
",16.0 Full HD+,New 100%
Laptop Cũ Dell Inspiron 5502 MFK29,12990000,https://laptop88.vn/new-outlet-laptop-dell-inspiron-5502-mfk29-intel-core-i5-1135g7-15.6-inch-full-hd.html,https://laptop88.vn/media/product/8050_untitled_1.jpg,i5 - 1135G7,12GB DDR4,SSD 256GB NMVe,Intel Iris Xe Graphics,15.6 inch Full HD,Used
Laptop Acer Nitro 5 AN515,22990000,https://laptop88.vn/new-100-laptop-acer-nitro-5-an515-58-52sp-intel-core-i5-12500h-rtx-3050-4gb-15.6-inch-full-hd-144hz.html,https://laptop88.vn/media/product/pro_poster_7866.jpg,"i5 - 12500H
",8GB DDR4,SSD 512GB NVMe,Nvidia RTX 3050 4GB,15.6 Full HD 144Hz,New 100%
Laptop ThinkPad T14 Gen 3 21CF003WUS,24990000,https://laptop88.vn/moi-100-full-box-laptop-thinkpad-t14-gen-3-21cf003wus-amd-ryzen-7-pro-6850u-14-inch-wuxga.html,https://laptop88.vn/media/product/pro_poster_7697.jpg,"R7 PRO-6850U
",16GB LPDDR5,SSD 512GB NVMe,"AMD Radeo 680M
",14.0 WUXGA,New 100%
Laptop Cũ Dell Latitude 5400,8990000,https://laptop88.vn/laptop-cu-dell-latitude-5400-intel-core-i7.html,https://laptop88.vn/media/product/8175_5976_37636_laptop_latitude_5400_h3.jpg,i7-8650U,8GB DDR4,SSD 240GB,Intel HD 620,14 inch Full HD,Used
Laptop Cũ Dell Inspiron 5493,11690000,https://laptop88.vn/laptop-gaming-cu-dell-inspiron-5493-intel-core-i5-1035g1-mx230.html,https://laptop88.vn/media/product/8205_dell_inspiron_5493_laptopg7_com_vn_01_1632623278.png,i5 - 1035G1,8GB DDR4,SSD 512GB,MX230,15.6 Full HD,Used
Laptop Cũ Dell Precision 5550,31990000,https://laptop88.vn/laptop-cu-dell-precision-5550-intel-core-i7-10750h-t1000.html,https://laptop88.vn/media/product/8152_6961_dell_precision_5550_3__2_.jpg,"Core i9-10885H
",32GB DDR4,SSD 1TB NVMe,"Nvidia Quadro T
",15.6 inch Full HD+,Used
Laptop cũ HP Elitebook x360 1040 G5,14990000,https://laptop88.vn/laptop-cu-hp-elitebook-x360-1040-g5-intel-core-i7-14-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7971.jpg,"i5 - 8560u
",8GB LPDDR4,SSD 256GB ,UHD 620,14 inch Full HD,New 100%
Laptop Cũ Dell Latitude 7490,8790000,https://laptop88.vn/laptop-cu-dell-latitude-e7490-intel-core-i7/p4830.html,https://laptop88.vn/media/product/pro_poster_4830.jpg,i7 - 8650U,8GB DDR4,SSD 240GB,Intel HD 620,14 Full HD,New 100%
Laptop Gaming Cũ Dell Inspiron G7 7588,13990000,https://laptop88.vn/laptop-gaming-cu-dell-inspiron-g7-7588-intel-core-i5/p4827.html,https://laptop88.vn/media/product/pro_poster_4827.jpg,i5 - 8300H,8GB DDR4,SSD 256GB,Nvidia GTX 1050Ti,15.6 Full HD,New 100%
Laptop Cũ HP Probook 640 G2,4790000,https://laptop88.vn/laptop-cu-hp-probook-640-g2-intel-core-i5/p5073.html,https://laptop88.vn/media/product/pro_poster_5073.jpg,i5 - 6200U,8GB DDR4,SSD 256GB,Intel HD 520,14 inch HD,Used
Laptop cũ Dell Precision M4700,6990000,https://laptop88.vn/laptop-cu-dell-precision-m4700-core-i7-3720qm-3820qm-3840qm-ram-8gb-hdd-500gb-vga-2gb-nvidia-quadro-K1000m-K2000m-156-inch-fullhd-bh-1-nam.html,https://laptop88.vn/media/product/pro_poster_2430.jpg,i7 - 3740QM,8GB DDR3,SSD 240GB,Quadro K1000M,15.6 Full HD,Used
Laptop Cũ HP Folio Elitebook 1040 G3,6700000,https://laptop88.vn/laptop-cu-hp-elitebook-1040-g3-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_4991.jpg,i5 - 6200U,16GB Onmain,SSD 240GB,Intel HD 520,14 Full HD,Used
Laptop Cũ Dell Latitude 7390 2 in 1,8990000,https://laptop88.vn/laptop-cu-dell-latitude-7390-2-in-1-intel-core-i7/p5099.html,https://laptop88.vn/media/product/pro_poster_5099.jpg,i5 - 8250u,8GB LPDDR4,SSD 256GB,Intel UHD 620,13.3 inch Full HD,New 100%
Laptop Cũ Lenovo Thinkpad T480s,11690000,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t480s-intel-core-i7-8650u/p5181.html,https://laptop88.vn/media/product/pro_poster_5181.jpg,i7 - 8650U,8GB DDR4,SSD 240GB,Intel HD 620,14 Full HD,Used
Laptop Cũ Dell Latitude 3500,8490000,https://laptop88.vn/laptop-cu-dell-latitude-3500-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_6378.jpg,i5 - 8250U,8GB DDR4,SSD 256GB,Intel HD 620,15.6 inch Full HD,Used
Laptop Cũ Dell Precision M2800,6990000,https://laptop88.vn/laptop-cu-dell-precision-m2800-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_5394.jpg,i7 - 4810MQ,8GB DDR3L,SSD 256GB,AMD W4170M,15.6 Full HD,Used
Laptop Cũ Dell Inspiron Gaming G3 3590,13990000,https://laptop88.vn/laptop-cu-dell-gaming-g3-3590-intel-core-i5/p5587.html,https://laptop88.vn/media/product/5587_71d538geyxl__ac_sl1500_.jpg,i5 - 9300H,16GB DDR4,SSD 512GB,Nvidia GTX 1650,15.6 Full HD,New 100%
Laptop Cũ Dell Latitude 7380,7390000,https://laptop88.vn/laptop-cu-dell-latitude-7380-intel-core-i7/p5695.html,https://laptop88.vn/media/product/pro_poster_5695.jpg,i7 - 6600U,8GB DDR4,SSD 240GB,Intel HD 520,13.3 inch Full HD,New 100%
Laptop Cũ Lenovo Thinkpad L570,6490000,https://laptop88.vn/laptop-cu-lenovo-thinkpad-l570-intel-core-i5/p5701.html,https://laptop88.vn/media/product/pro_poster_5701.jpg,i5 - 7200U,8GB DDR4,SSD 256GB,Intel UHD Graphics,15.6 inch HD,Used
Laptop Cũ Dell Precision 5530,15490000,https://laptop88.vn/laptop-cu-dell-precision-5530-intel-core-i5.html,https://laptop88.vn/media/product/6006_5395_dell_precision_5530.png,i5 - 8300H,16GB DDR4,SSD 240GB,Quadro P1000,15.6 inch Full HD,Used
Laptop Cũ Dell Inspiron 7537,5390000,https://laptop88.vn/laptop-cu-dell-inspiron-7537-intel-core-i5.html,https://laptop88.vn/media/product/6344_inspiron_7537_5.jpg,i5 - 4200U,6GB DDR3L,SSD 120GB,Nvidia GT750,15 inch HD,Used
Laptop cũ HP Elitebook 840 G1,4390000,https://laptop88.vn/laptop-hp-elitebook-840-g1-core-i5-4300u-ram-4gb-hdd-320gb-intel-hd-graphics-4400-14-inch-bao-hanh-1-nam/p2375.html/p2375.html,https://laptop88.vn/media/product/pro_poster_2375.jpg,i5 - 4200U,8GB DDR3L,SSD 120GB,Intel HD ,14 inch HD,New 100%
Laptop Cũ Dell Latitude E7440,3690000,https://laptop88.vn/laptop-cu-dell-latitude-e7440-intel-core-i3.html,https://laptop88.vn/media/product/pro_poster_6844.jpg,i5 - 6200U,8GB DDR4,SSD 256GB,"Intel Iris Xe Graphics
",15.6 Full HD 144Hz,Used
Laptop Cũ Dell Precision 5550,25990000,https://laptop88.vn/laptop-cu-dell-precision-5550-intel-core-i7.html,https://laptop88.vn/media/product/6961_dell_precision_5550_3.jpg,"Core i7 10750H
",32GB DDR4,SSD 1TB NVMe,"Nvidia Quadro T1000
",15.6 inch Full HD+,Used
Laptop Cũ Dell Latitude 3490,4290000,https://laptop88.vn/laptop-cu-dell-latitude-3490-intel-core-i3.html,https://laptop88.vn/media/product/pro_poster_6952.jpg,i3-6010U,4GB DDR4,SSD 128GB,Intel HD 520,14 inch HD,Used
Laptop cũ HP Probook 6570b,4190000,https://laptop88.vn/laptop-cu-hp-probook-6570b-core-i5-3320m-ram-4gb-hdd-250gb-vga-intel-hd-graphics-4000-156-inch-bao-hanh-1-nam/p2421.html,https://laptop88.vn/media/product/pro_poster_2421.jpg,i5 - 6200U,8GB DDR4,SSD 256GB,"Intel Iris Xe Graphics
",15.6 Full HD 144Hz,Used
Laptop Lenovo Thinkpad T440s,4590000,https://laptop88.vn/laptop-lenovo-thinkpad-t440s-core-i5-4300u-ram-4gb-ssd-240gb-intel-hd-graphics-4400-14.0-inch-hd.html,https://laptop88.vn/media/product/pro_poster_2393.jpg,i5 - 4200U,4GB DDR3L,SSD 120GB,Intel HD 4400,14 inch HD+,Used
Laptop Cũ Dell Latitude E5470,5290000,https://laptop88.vn/laptop-dell-latitude-e5470.html,https://laptop88.vn/media/product/pro_poster_3974.jpg,i5 - 6200U,8GB DDR4,SSD 240GB,Intel HD 520,14 inch Full HD,Used
Laptop Cũ Dell Inspiron 15 5570,9390000,https://laptop88.vn/laptop-dell-inspiron-5570-intel-core-i5-8250uram-8gbhdd-1tbintel-uhd-graphics-620156-inch-fullhd-cam-ungkeyled/p3924.html,https://laptop88.vn/media/product/3924_1.png,i5 - 8250U,8GB DDR4,SSD 256GB,Card rời AMD,15.6 inch Full HD,Used
Laptop Cũ Dell Latitude E7280 i7 6600U,6390000,https://laptop88.vn/laptop-latitude-e7280-core-i7-6600u-ram/p4189.html,https://laptop88.vn/media/product/pro_poster_4189.jpg,i7 - 6600u,8GB ,SSD 256GB,Intel HD 520,12.5 inch Full HD,New 100%
Laptop Gaming Cũ Dell Inspiron G3 3579,12390000,https://laptop88.vn/laptop-gaming-cu-dell-g3-3579-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_4293.jpg,i5 - 8300H,8GB DDR4,SSD 256GB,Nvidia GTX 1050,15.6 inch Full HD,Used
Laptop Gaming Cũ Dell Inspiron G7 7588,15490000,https://laptop88.vn/laptop-gaming-cu-dell-inspiron-g7-7588-intel-core-i7/p4316.html,https://laptop88.vn/media/product/pro_poster_4316.jpg,i7 - 8750H,8GB DDR4,SSD 240GB,GTX 1060,15.6 Full HD,New 100%
Laptop Cũ Dell Latitude E5480,7190000,https://laptop88.vn/laptop-cu-dell-latitude-e5480-intel-core-i7/p4675.html,https://laptop88.vn/media/product/pro_poster_4675.jpg,i7-7820HQ,8GB DDR4,SSD 256GB,Nvidia GT 930M,14 inch Full HD,Used
Laptop cũ Dell XPS 13 9350,10990000,https://laptop88.vn/laptop-dell-xps-13-9350-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_4063.jpg,i7-6500U,16GB LPDDR3,SSD 256GB,Intel HD 520,13.3 inch 3K,Used
Laptop Cũ Dell Latitude 7400,8490000,https://laptop88.vn/laptop-cu-dell-latitude-7400-intel-core-i5/p6081.html,https://laptop88.vn/media/product/pro_poster_6081.jpg,i5 - 8265U,8GB DDR4,SSD 240GB,Intel UHD 620,14 Full HD,Used
