Name,Price,URL,ImgURL,CPU,Ram,Storage,Graphics,Display,Status
Laptop Asus ROG Flow Z13 GZ301VU MU301W,53990000,https://laptop88.vn/new-100-laptop-asus-rog-flow-z13-gz301vu-mu301w-intel-core-i9-13900h-rtx-4050-6gb-13.4-inch-qhd-ips.html,https://laptop88.vn/media/product/8061_44733_laptop_asus_rog_flow_z13_gz301vu_mu301w__5.jpg,"i9-13900H
",16GB LPDDR5 ,SSD 1TB NVMe,GeForce RTX 4050 6GB,13.4 QHD+ 165Hz,New 100%
Laptop Asus Vivobook S 14 Flip TP3402VA,24990000,https://laptop88.vn/new-100-laptop-asus-vivobook-s-14-flip-tp3402va-lz118w-intel-core-i9-13900h-14-inch-wuxga.html,https://laptop88.vn/media/product/8063_,"i9-13900H
",16GB DDR4,SSD 512GB M.2 NVMe,Intel UHD Graphics,14  WUXGA (1920 x 1200),New 100%
Laptop MSI Creator M16 B13VE 830VN,37990000,https://laptop88.vn/new-100-laptop-msi-creator-m16-b13ve-830vn-intel-core-i7-13700h-rtx4050-6gb-16-inch-full-hd-144hz.html,https://laptop88.vn/media/product/8034_12387_msi_creator_m16_b13v_2.jpg,"i7-13700H
",16GB DDR5,SSD 512GB NVMe,"NVIDIA  RTX 4050 6GB
",16 Full HD+ 144Hz,New 100%
Laptop Asus Zenbook 14 OLED UX3402VA,26490000,https://laptop88.vn/new-100-laptop-asus-zenbook-14-oled-ux3402va-km203w-intel-core-i5-1340p-14-inch-oled-wqxga.html,https://laptop88.vn/media/product/8064_44620_laptop_asus_zenbook_14_oled_ux3402va_km203w_90nb10g6_m00970__6_.jpg,"i5-1340P
",16GB LPDDR5,SSD 512GB M.2 NVMe,Intel Iris Xe Graphics,14  OLED WQXGA+,New 100%
Laptop Asus Vivobook 15 X1504VA,17690000,https://laptop88.vn/new-100-laptop-asus-vivobook-15-x1504va-nj070w-intel-core-i5-1335u-15.6-inch-fhd.html,https://laptop88.vn/media/product/8065_44632_laptop_asus_vivobook_15_x1504va_nj070w.jpg,"i5-1335U 
",16GB DDR4,SSD 512GB M.2 NVMe,Intel Iris Xe Graphics,"15.6  Full HD
",New 100%
Laptop Lenovo IdeaPad Slim 5 Light 14ABR8 82XS0007VN,18290000,https://laptop88.vn/new-100-laptop-lenovo-ideapad-slim-5-light-14abr8-82xs0007vn-amd-ryzen-7-7730u-14-inch-full-hd-100-srgb.html,https://laptop88.vn/media/product/8068_ideapad_slim_5_light_14abr8_ct2_04__1_.jpg,R7 - 7730U,8GB LPDDR4,SSD 512GB NVMe,AMD Radeon Graphics,14 FHD 100% sRGB,New 100%
Laptop Lenovo IdeaPad Slim 5 Light 14ABR8 82XS0006VN,16490000,https://laptop88.vn/new-100-laptop-lenovo-ideapad-slim-5-light-14abr8-82xs0006vn-amd-ryzen-5-5730u-14-inch-full-hd-100-srgb.html,https://laptop88.vn/media/product/8069_ideapad_slim_5_light_14abr8_ct2_03__1_.jpg,R5-5730U,8GB LPDDR4,SSD 512GB NVMe,AMD Radeon Graphics,14 FHD 100% sRGB,New 100%
Laptop Asus Zenbook Pro 14 Duo OLED UX8402VU P1028W,65990000,https://laptop88.vn/new-100-laptop-asus-zenbook-pro-14-duo-oled-ux8402vu-p1028w-intel-core-i9-13900h-rtx-4050-14.5-inch-wq-oled.html,https://laptop88.vn/media/product/8037____nh_1.jpg,"i9-13900H
",32GB LPDDR5,SSD 1TB NVMe,"Nvidia RTX 4050 
",14.5 WQ + OLED,New 100%
Laptop Gaming MSI GF63 Thin 11SC 664VN,14490000,https://laptop88.vn/new-outlet-laptop-msi-gf63-thin-11sc-664vn-intel-core-i5-11400h-gtx-1650-144hz.html,https://laptop88.vn/media/product/8083_5809_anb_msi_gf63_thin_11sc_664vn.jpg,"Intel Core i5-11400H
",8GB DDR4,SSD 512GB NVMe,"Nvidia GTX 1650
",15.6 Full HD 144Hz,New Outlet
Laptop Acer Predator Helios Neo PHN16,34990000,https://laptop88.vn/new-100-laptop-acer-predator-helios-neo-phn16-71-54cd-intel-core-i5-13500hx-rtx4050-6gb-16-inch-2k.html,https://laptop88.vn/media/product/8106_45073_4.jpg,"i5-13500HX
",8GB DDR5,SSD 512GB NMVe,Nvidia RTX 4050 6GB,"16 2K+, 165Hz 100% sRGB",New 100%
Laptop Dell Inspiron 14 5430 R1605S,17990000,https://laptop88.vn/new-100-laptop-dell-inspiron-14-5430-r1605s-intel-core-i5-1340p-14-inch-full-hd.html,https://laptop88.vn/media/product/8073_,"i5 - 1340P
",16GB DDR5,SSD 512GB NVMe,"Intel Iris Xe Graphics
",14.0 Full HD+ ,New 100%
Laptop Dell Gaming G16 7630 R1948W,47990000,https://laptop88.vn/new-100-laptop-dell-gaming-g16-7630-r1948w-intel-core-i9-13900h-rtx-4060-16-inch-2k-240hz-100-dci-p3.html,https://laptop88.vn/media/product/pro_poster_8080.jpg,i9-13900HX,16GB DDR5,SSD 1TB NVMe,NVIDIA RTX 4060,16 2K 240Hz 100% DCi-P3,New 100%
Laptop Lenovo IdeaPad Slim 5 Light 14ABR8 82XS002JVN,17990000,https://laptop88.vn/new-100-laptop-lenovo-ideapad-slim-5-light-14abr8-82xs002jvn-amd-ryzen-7-7730u-16gb-ram-14-inch-full-hd-100-srgb.html,https://laptop88.vn/media/product/pro_poster_8067.jpg,R7 - 7730U,16GB LPDDR4,SSD 512GB NVMe,AMD Radeon Graphics,14 FHD 100% sRGB,New 100%
Laptop MSI Modern 14 C11M,11490000,https://laptop88.vn/new-100-laptop-msi-modern-14-c11m-011vn-intel-core-i3-1115g4-14-inch-full-hd.html,https://laptop88.vn/media/product/8071_8028_12391_msi_modern_15_b12m_3.jpg,"i3-1115G4
",8GB DDR4,SSD 512GB NVMe,Intel UHD Graphics,14 FHD ,New Outlet
Laptop Acer Aspire 5 A514,12690000,https://laptop88.vn/new-100-laptop-acer-aspire-5-a514-56p-35x7-nx.khrs001-i3-1315u-8gb-512gb.html,https://laptop88.vn/media/product/8109_aspire_5_1.png,"i3 - 1315u
",8GB ,SSD 512GB,"Iris Xe Graphics
",14 FHD+ iPS,New 100%
Laptop Acer Predator Helios Neo PHN16,37990000,https://laptop88.vn/new-100-laptop-acer-predator-helios-neo-phn16-71-7460-intel-core-i7-13700hx-rtx4050-6gb-16-inch-2k-165hz.html,https://laptop88.vn/media/product/8110_45073_4.jpg,"i7-13700HX
",8GB DDR5 ,SSD 512GB NMVe,Nvidia RTX 4050 6GB,16 2K+ 165Hz 100% sRGB,New 100%
Laptop ASUS X515EA,11490000,https://laptop88.vn/new-100-laptop-asus-x515ea-ej3633w-intel-core-i3-1115g4-15.6-inch-full-hd.html,https://laptop88.vn/media/product/8040_12308_asus_x515ma_2__1_.jpg,"i3-1115G4
",8GB DDR4,SSD 512GB NVMe,"Intel UHD Graphics
",15.6 Full HD ,New 100%
Laptop Acer Predator Helios Neo PHN16,38990000,https://laptop88.vn/new-100-laptop-acer-predator-helios-neo-phn16-71-59tn-intel-core-i5-13500hx-rtx4060-8gb-16-inch-2k-165hz.html,https://laptop88.vn/media/product/8111_45073_4.jpg,"i5-13500HX/
",2x8GB DDR5 ,SSD 512GB NMVe,Nvidia RTX4060 8GB,16 2K+ 165Hz 100% sRGB,New 100%
Laptop Acer Predator Helios Neo PHN16,41990000,https://laptop88.vn/new-100-laptop-acer-predator-helios-npredator-helios-neo-phn16-71-74ba-intel-core-i7-13700hx-rtx4060-8gb-16-icnh-2k-165hz.html,https://laptop88.vn/media/product/8112_45073_4.jpg,"i7-13700HX
",16GB DDR5 ,SSD 512GB NMVe,Nvidia RTX 4060 8GB,16 2K+ 165Hz 100% DCi-P3,New 100%
Laptop MSI Cyborg 15 A12UCX,18990000,https://laptop88.vn/new-100-laptop-msi-cyborg-15-a12ucx-281vn-intel-core-i5-12450h-rtx-2050-15.6-inch-fhd.html,https://laptop88.vn/media/product/pro_poster_8113.jpg,"i5-12450H
",8GB DDR5,SSD 512GB NMVe,"Nvidia RTX 2050 4GB
",15.6 Full HD 144Hz,New 100%
Laptop Lenovo IdeaPad Slim 5 14ABR8 82XS002KVN,19990000,https://laptop88.vn/new-100-laptop-lenovo-ideapad-slim-5-14abr8-82xs002kvn-intel-core-i5-13500h-14-inch-wuxga-16-icnh-2.5k.html,https://laptop88.vn/media/product/8117_lenovo_ideapad_slim_5_light_14abr8_r5_82xs002kvn_abc_glr_2.jpg,"i5-13500H
",16GB LPDDR5,SSD 512GB NMVe,"Intel Iris Xe Graphics
",14 WUXGA 100% sRGB,New 100%
Laptop Gaming MSI Cyborg 15 A12VF,28590000,https://laptop88.vn/new-100-laptop-gaming-msi-cyborg-15-a12vf-267vn-intel-core-i7-12650h-rtx-4060-15.6-inch-fhd.html,https://laptop88.vn/media/product/8114_44961_laptop_msi_cyborg_15_a12ucx_281vn__7_.jpg,"i7-12650H 
",8GB DDR5,SSD 512GB NMVe," NVIDIA GeForce RTX 4060
",15.6 Full HD 144Hz,New 100%
Laptop ASUS TUF Gaming F15 FX507ZU4,31290000,https://laptop88.vn/moi-100-full-box-laptop-asus-tuf-gaming-f15-fx507zu4-lp520w-intel-core-i7-12700h-rtx-4050-6gb-15.6-inch-full-hd-144hz.html,https://laptop88.vn/media/product/pro_poster_7957.jpg,"i7-12700H
",8GB DDR4,SSD 512GB NVMe,Nvidia RTX 4050 6GB,15.6 Full HD 144Hz,New 100%
Laptop Acer Aspire 3 A314,11490000,https://laptop88.vn/new-100-laptop-acer-aspire-3-a314-36m-391a-nx.kdmsv.002.html,https://laptop88.vn/media/product/8107_a314_36m_34xh_1a_nx_kdmsm_002.jpg,"Core i3-N305
",8GB ,SSD 512GB,"Intel UHD Graphics
",14 Full HD iPS,New 100%
Laptop ASUS TUF Gaming A15 FA507XI,45990000,https://laptop88.vn/moi-100-full-box-laptop-asus-tuf-gaming-a15-fa507xi-lp420w-amd-ryzen-9-7940hs-rtx-4070-8gb-15.6-inch-full-hd-144hz.html,https://laptop88.vn/media/product/7958_techzones_asus_tuf_gaming_a15_fa507rm_hn018w_r7_6800h_8gb_512gb_4.jpg,"R9 - 7940HS
",8GB DDR5,SSD 512GB NVMe,Nvidia  RTX 4070 8GB,15.6 Full HD 144Hz,New 100%
Laptop Acer Aspire 3 A314,12990000,https://laptop88.vn/new-100-laptop-acer-aspire-3-a314-23m-r4tx-r5-7250-2023.html,https://laptop88.vn/media/product/8108_,"R7 - 7520u
",8GB ,SSD 512GB,"AMD Radeon
",14 Full HD iPS,New 100%
Laptop ASUS TUF Gaming F15 FX507ZV4,34690000,https://laptop88.vn/new-100-laptop-asus-tuf-gaming-f15-fx507zv4-lp041w-intel-core-i7-12700h-rtx4060-8gb-15.6-inch-full-hd-144hz.html,https://laptop88.vn/media/product/7956_t___i_xu___ng.jpg,"i7-12700H
",8GB DDR4,SSD 512GB NVMe,Nvidia RTX 4060 8GB,15.6 Full HD 144Hz,New 100%
Laptop ASUS TUF Gaming A15 FA507NV,32990000,https://laptop88.vn/moi-100-full-box-laptop-asus-tuf-gaming-a15-fa507nv-lp046w-amd-ryzen-7-7735hs-rtx-4060-8gb-15.6-inch-full-hd-144hz.html,https://laptop88.vn/media/product/7959_techzones_asus_tuf_gaming_a15_fa507rm_hn018w_r7_6800h_8gb_512gb_4.jpg,"R7-7735HS
",8GB DDR5,SSD 512GB NVMe,Nvidia RTX 4060 8GB,15.6 Full HD 144Hz,New 100%
Lenovo Legion 5 15IAH7 82RC0036VN,28990000,https://laptop88.vn/new-100-lenovo-legion-5-15iah7-82rc0036vn-intel-core-i7-12700h-8gb-ram-ssd-512gb-rtx-3050ti-15.6-inch-full-hd-100-srgb-165hz.html,https://laptop88.vn/media/product/8105_laptop_lenovo_legion_5_15iah7_intel.png, i7-12700H,8GB DDR5,SSD 512GB NVMe,Nvidia RTX 3050Ti,"15.6 FHD, 165Hz, 100% sRGB",New 100%
Laptop ASUS ROG Strix G16 G614JU,36190000,https://laptop88.vn/moi-100-full-box-laptop-asus-rog-strix-g16-g614ju-n3135w-intel-core-i5-13450hx-rtx-4050-6gb-16-inch-wuxga-165hz.html,https://laptop88.vn/media/product/7961_015w_1.jpeg,"i5-13450HX
",8GB DDR5,SSD 512GB NVMe,Nvidia RTX 4050 6GB,16 WUXGA 165Hz,New 100%
Laptop ASUS ROG Strix G16 G614JV,47990000,https://laptop88.vn/moi-100-full-box-laptop-asus-rog-strix-g16-g614jv-n4455w-intel-core-i7-13650hx-rtx-4060-8gb-16-inch-wqxga-240hz.html,https://laptop88.vn/media/product/7963_015w_1.jpeg,"i7-13650HX
",16GB DDR5,SSD 512GB NVMe,Nvidia RTX 4060 8GB,16 WQXGA 240Hz,New 100%
Laptop ASUS ROG Strix G16 G614JU,39990000,https://laptop88.vn/moi-100-full-box-laptop-asus-rog-strix-g16-g614ju-n3777w-intel-core-i7-13650hx-rtx-4050-6gb-16-inch-wuxga-165hz.html,https://laptop88.vn/media/product/7962_015w_1.jpeg,"i7-13650HX
",16GB DDR5,SSD 512GB NVMe,Nvidia RTX 4050 6GB,15.6 WUXGA 165Hz,New 100%
Laptop  Asus ROG Zephyrus G16 GU603VU N3898W,41790000,https://laptop88.vn/moi-100-full-box-laptop-asus-rog-zephyrus-g16-gu603vu-n3898w-intel-core-i7-13620h-rtx4050-16-inch-full-hd-165hz.html,https://laptop88.vn/media/product/7964_rog_zephyrus_g16.png,"i7-13620H
",16GB DDR4,SSD 512GB NVMe,Nvidia RTX 4050 ,16 Full HD 165Hz,New 100%
Laptop Acer Aspire 5 Aspire 5 A515,12990000,https://laptop88.vn/new-100-laptop-acer-aspire-5-a514-58p-34rj-nx.khrjsv-i3-1315u-8gb-512gb.html,https://laptop88.vn/media/product/8116_aspire_5_15.png,"i3 - 1315u
",8GB ,SSD 512GB,"Iris Xe Graphics
",15 FHD iPS,New 100%
Laptop MSI Raider GE78HX 13VH,118900000,https://laptop88.vn/new-100-laptop-msi-raider-ge78hx-13vh-076vn-intel-core-i9-13950hx-rtx-4080-17-inch-qhd-240hz-1.html,https://laptop88.vn/media/product/7973_1024__2_.png,i9-13950HX,64GB DDR5,SSD 4TB NVMe,Nvidia RTX 4080,17 Full HD 240Hz,New 100%
Laptop MSI Titan GT77HX 13VI,148990000,https://laptop88.vn/new-100-laptop-msi-titan-gt77hx-13vi-077vn-intel-core-i9-13980hx-rtx-4090-17.3-inch-uhd-144hz.html,https://laptop88.vn/media/product/7972_pc_portable_msi_titan_gt77hx_13vh_029fr_17_3_intel_core_i9_13980hx_64_go_ram_2_to_d_noir.jpg,i9-13980HX,64GB DDR5,SSD 4TB NVMe,Nvidia  RTX 4090,17.3 UHD 144Hz,New 100%
Laptop MSI Modern 15 B13M 297VN,19490000,https://laptop88.vn/new-100-laptop-msi-modern-15-b13m-297vn-intel-core-i7-1355u-15.6-inch-full-hd.html,https://laptop88.vn/media/product/7967_7511_11.png,"i7 - 1355U
",16GB DDR4,SSD 512GB,"Intel Iris Xe Graphics
","15.6 Full HD, iPS",New 100%
Laptop MSI Katana 15 B13VFK 676VN,34990000,https://laptop88.vn/new-100-laptop-msi-katana-15-b13vfk-676vn-intel-core-i7-13620h-rtx-4060-15.6-inch-full-hd-144hz.html,https://laptop88.vn/media/product/7970_katana_15_b13vx_1.png,i7-13620H,16GB DDR5,SSD 1TB NVMe,Nvidia RTX 4060,15.6 Full HD 144Hz,New 100%
Laptop Asus ROG Strix G18 G814JI,66990000,https://laptop88.vn/new-100-laptop-asus-rog-strix-g18-g814ji-n6063w-intel-core-i9-13980hx-rtx-4070-8gb-18-inch-qhd-240hz.html,https://laptop88.vn/media/product/7976_laptop_asus_rog_strix_g153_g513ie_hn246w_ryzen_7_4800h__8gb__512gb__rtx_3050ti_4gb__15.jpg,i9-13980HX,32GB DDR5,SSD 1TB NVMe,Nvidia RTX 4070 8GB,18 QHD+ 240Hz ,New 100%
Laptop Asus ROG Strix G16 G614JI,55990000,https://laptop88.vn/new-100-laptop-asus-rog-strix-g16-g614ji-n4084w-intel-core-i7-13650hx-rtx-4070-8gb-16-inch-qhd-240hz.html,https://laptop88.vn/media/product/7977_,i7-13650HX,16GB DDR5,SSD 1TB NVMe,Nvidia RTX 4070 8GB,16 QHD+ 240Hz ,New 100%
Laptop ASUS ROG Strix SCAR 17 G733PZ LL980W,83690000,https://laptop88.vn/new-100-laptop-asus-rog-strix-scar-17-g733pz-ll980w-amd-ryzen-9-7945hx-rtx4080-17.3-inch-wqhd-240hz.html,https://laptop88.vn/media/product/7979_scar_17_6.jpg,"R9-7945HX
",32GB DDR5,SSD 1TB NVMe,"Nvidia RTX 4080
",17.3  WQHD 240Hz,New 100%
Laptop ASUS ROG Flow X16 GV601VV NL016W,60690000,https://laptop88.vn/new-100-laptop-asus-rog-flow-x16-gv601vv-nl016w-intel-core-i9-13900h-rtx4060-16-inch-qhd-240hz.html,https://laptop88.vn/media/product/7978_4d158520_6c42_4f8b_8f4f_6f236fb50a44.png,"i9-13900H
",16GB DDR5,SSD 1TB NVMe,"Nvidia RTX4060
",16 QHD 240Hz,New 100%
Laptop Asus ROG Zephyrus M16 GU604VI,75990000,https://laptop88.vn/new-100-laptop-asus-rog-zephyrus-m16-gu604vi-nm779w-intel-core-i9-13900h-rtx4070-16-inch-qhd-240hz.html,https://laptop88.vn/media/product/7981_gu603zx_k8025w_5_600x600.jpg,"i9-13900H
",32GB DDR5,SSD 1TB NVMe,"Nvidia RTX4070
",16 QHD 240Hz,New 100%
Laptop Dell Inspiron 15 3511 R1605S,14590000,https://laptop88.vn/new-outlet-laptop-dell-inspiron-15-3511-r1605s-intel-core-i5-1135g7-15.6-inch-full-hd.html,https://laptop88.vn/media/product/8017_7896_7716_7015_6904_dell_inspiron_15_3511_70270650_1.jpg,i5-1135G7,16GB DDR4,SSD 512GB,Intel Iris Xe Grapchis,15.6 Full HD,New 100%
Laptop ASUS VivoBook Pro 16X OLED N7600ZE L2010W,36490000,https://laptop88.vn/new-100-laptop-asus-vivobook-pro-16x-oled-n7600ze-l2010w-intel-core-i7-12700h-rtx-3050ti-16-inch-4k.html,https://laptop88.vn/media/product/8020_,"i7-12700H
",16GB LPDDR5,SSD 1TB NVMe,"RTX 3050Ti 4GB GDDR6
","16 4K 
",New 100%
Laptop Dell Alienware X14 R1,34990000,https://laptop88.vn/moi-99-full-box-laptop-dell-alienware-x14-r1-intel-core-i7-12700h-rtx-3050ti-4gb-14-inch-full-hd-144hz.html,https://laptop88.vn/media/product/8021_x14_7.jpg,"i7 - 12700H
",16GB LPDDR5,SSD 512GB NVMe,"RTX 3050Ti 4GB
","14 Full HD iPS 144Hz
",New 100%
Laptop  MSI Creator Z16P B12UGST 044VN,56990000,https://laptop88.vn/new-100-laptop-msi-creator-z16p-b12ugst-044vn-intel-core-i7-12700h-rtx3070ti-max-q-8gb-16-inch-qhd.html,https://laptop88.vn/media/product/8025____nh_1.jpg,"i7-12700H
",32GB DDR5,SSD 2TB NVMe,RTX3070Ti Max-Q 8GB,16.0 QHD+,New 100%
Laptop  MSI Modern 15 B7M 098VN,15990000,https://laptop88.vn/new-100-laptop-msi-modern-15-b7m-098vn-amd-ryzen-7-7730u-15.6-inch-fhd-ips.html,https://laptop88.vn/media/product/8026_untitled_1.jpg,"R7 - 7730U
",8GB DDR4,SSD 512GB NVMe,AMD Radeon Graphics,15.6 FHD iPS,New 100%
Laptop Acer Aspire 7 A715,20690000,https://laptop88.vn/new-100-laptop-acer-aspire-7-a715-76g-5132-intel-core-i5-12450h-gtx-1650-4gb-15.6-inch-fhd-144hz.html,https://laptop88.vn/media/product/8118_acer_aspire_7_2022_man.jpg,"i5-12450H 
",8GB DDR4,SSD 512GB,"INVIDIA  GTX 1650
",15 FHD 144Hz,New 100%
Laptop MSI Modern 15 B7M 099VN,13990000,https://laptop88.vn/new-100-laptop-msi-modern-15-b7m-099vn-amd-ryzen-5-7530u-15.6-inch-fhd-ips.html,https://laptop88.vn/media/product/8027_,"R5 - 7530U
",8GB DDR4,SSD 512GB NVMe,AMD Radeon Graphics,15.6 FHD iPS,New 100%
Laptop Asus Vivobook Pro 14X OLED N7401ZE,31990000,https://laptop88.vn/new-100-laptop-asus-vivobook-pro-14x-oled-n7401ze-m9028w-intel-core-i7-12700h-rtx-3050-ti-4gb-14.5-inch-2.8k-oled.html,https://laptop88.vn/media/product/8019_2.jpg,"i7-12700H
",16GB LPDDR5,SSD 512GB NVMe,"RTX 3050Ti 4GB GDDR6
","14.5 2.8K OLED
",New 100%
Laptop MSI Creator Z16 HX Studio B13VGTO 062VN,81990000,https://laptop88.vn/new-100-laptop-msi-creator-z16-hx-studio-b13vgto-062vn-intel-core-i9-13950hx-rtx4070-8gb-16-inch-qhd-ips.html,https://laptop88.vn/media/product/8030_untitled_1.jpg,"i9-13950HX
",64GB DDR5,SSD 2TB NVMe,Nvidia RTX4070 8GB,16.0 QHD+ 120Hz,New 100%
Laptop Gaming MSI Alpha 15 B5EEK,20990000,https://laptop88.vn/new-100-laptop-gaming-msi-alpha-15-b5eek-203vn-amd-ryxen-5-6600h-rx-6600m.html,https://laptop88.vn/media/product/7988_alpha_1.jpeg,"R5-6600H
",8GB DDR4,SSD 512GB NMVe,"Nvidia RX6600M
",15.6 144Hz,New 100%
Laptop Acer Nitro 5 Tiger AN515,38990000,https://laptop88.vn/new-100-laptop-acer-nitro-5-an515-58-957r-intel-core-i9-12900h-rtx-3060-4gb-15.6-inch-full-hd-165hz.html,https://laptop88.vn/media/product/8120_,"i9 - 12900H
",16GB DDR4,SSD 512GB NVMe,Nvidia RTX 3060 4GB,15.6 165Hz 100%sRGB,New 100%
Laptop Asus Vivobook 14 X1404VA,16390000,https://laptop88.vn/new-100-laptop-asus-vivobook-14-x1404va-nk125w-i5-1335u-8gb-256gb-14-inch-full-hd.html,https://laptop88.vn/media/product/8122_asus_vivobook_14_4_jpg.png," i5-1335U
",8GB DDR4,SSD 256GB ,Intel Iris Xe Graphics,14  Full HD,New 100%
Laptop MSI Modern 14 C7M 083VN,13690000,https://laptop88.vn/new-100-laptop-msi-modern-14-c7m-083vn-amd-ryzen-5-7530u-14-inch-fhd-ips.html,https://laptop88.vn/media/product/8028_,"R5 - 7530U
",8GB DDR4,SSD 512GB NVMe,AMD Radeon Graphics,14 FHD iPS,New 100%
Laptop Gaming ASUS ROG Zephyrus Duo 16 GX650PZ,118990000,https://laptop88.vn/new-100-laptop-gaming-asus-rog-zephyrus-duo-16-gx650pz-nm031w-amd-ryzen-9-7945hx-rtx4080-16-inch-qhd.html,https://laptop88.vn/media/product/8123_untitled_5.jpg,"R9 - 7945HX
",32GB DDR5 ,SSD 1TB NVMe,Geforce RTX 4080 12GB,16 QHD+ 240Hz 100% DCi-P3,New 100%
Laptop MSI Stealth 14 Studio A13VF 051VN,51990000,https://laptop88.vn/new-100-laptop-msi-stealth-14-studio-a13vf-051vn-2023-intel-core-i7-13700h-rtx-4060-14-inch-240hz-100-dci-p3.html,https://laptop88.vn/media/product/7969_1024.png,"i7-13700H
",16GB DDR4,SSD 1TB NVMe,Nvidia RTX 4060 8GB,114” QHD+ 240Hz,New 100%
Laptop MSI Raider GE77 HX 12UGS 230VN,61490000,https://laptop88.vn/new-100-laptop-msi-raider-ge77-hx-12ugs-230vn-intel-core-i9-12900hx-rtx3070ti-gddr6-17.3-inch-qhd-240hz.html,https://laptop88.vn/media/product/8023_,"i9-12900HX
",32GB DDR5,SSD 2TB NVMe,Nvidia RTX 3070Ti,17.3 QHD 240Hz,New 100%
Laptop LG gram 2023 14ZD90R,24990000,https://laptop88.vn/new-100-laptop-lg-gram-2023-14zd90r-g.ax52a5-intel-core-i5-1340p-14-inch-wuxga-dos.html,https://laptop88.vn/media/product/pro_poster_8128.jpg,"i5-1340P
",8GB LPDDR5,SSD 256GB NVMe,"Intel Iris Xe Graphics
",14 inch 2K 100% sRGB,New 100%
Laptop Acer Predator Helios 16 PH16,54990000,https://laptop88.vn/new-100-laptop-acer-predator-helios-ph16-71-72bv-intel-core-i7-13700hx-rtx4070-16gb-16-icnh-2k-240hz.html,https://laptop88.vn/media/product/8121_helios_16.jpg,"i7-13700HX
",16GB DDR5 ,SSD 512GB NMVe,Nvidia RTX4070 8GB,16 2K+ 240Hz,New 100%
Laptop LG Gram 2023 16ZD90R,38290000,https://laptop88.vn/new-100-laptop-lg-gram-2023-16zd90r-g.ax55a5-intel-core-i5-1340p-16-inch-wuxga.html,https://laptop88.vn/media/product/pro_poster_8130.jpg,"i5-1340P
",16GB LPDDR5,SSD 512GB NVMe,"Intel Iris Xe Graphics
",16 inch WQXGA,New 100%
Laptop MSI Prestige 14Evo B13M 401VN,25990000,https://laptop88.vn/new-100-laptop-msi-prestige-14evo-b13m-401vn-intel-core-i5-13500h-14-inch-full-hd-ips.html,https://laptop88.vn/media/product/8029_12390_msi_prestige_14evo_b13m__3__1_.jpg,"i5-13500H
",16GB LPDDR5,SSD 512GB NVMe,Intel Iris Xe Graphics,14 FHD+ iPS,New 100%
Laptop LG Gram  2023 16Z90R,44990000,https://laptop88.vn/new-100-laptop-lg-gram-2023-16z90r-g.ah76a5-intel-core-i7-1360p-16-inch-wqxga-2560-x-1600.html,https://laptop88.vn/media/product/8133_2.jpg,"i7-1360P
",16GB LPDDR5,SSD 512GB NVMe,"Intel Iris Xe Graphics
",16 inch 2K 100% sRGB,New 100%
Laptop LG Gram 2023 16Z90R,47990000,https://laptop88.vn/new-100-laptop-lg-gram-2023-16z90r-e.ah75a5-intel-core-i7-1360p-16-inch-wqxga-2560-x-1600.html,https://laptop88.vn/media/product/pro_poster_8136.jpg,"i7-1360P
",16GB LPDDR5,SSD 512GB NVMe,RTX 3050,16 inch  WQXGA,New 100%
Laptop LG Gram  2023 17ZD90R,40990000,https://laptop88.vn/new-100-laptop-lg-gram-2023-17zd90r-g.ax73a5-intel-core-i7-1360p-17-inch-wqxga-2560-x-1600.html,https://laptop88.vn/media/product/pro_poster_8134.jpg,"i7-1360P
",16GB LPDDR5,SSD 256GB NVMe,"Intel Iris Xe Graphics
",17 inch  2K 100% sRGB,New 100%
Laptop Lenovo IdeaPad Slim 5 16IRL8 82XF002UVN,20490000,https://laptop88.vn/new-100-laptop-lenovo-ideapad-slim-5-16irl8-82xf002uvn-intel-core-i5-13500h-16-inch-2.5k-100-dci-p3.html,https://laptop88.vn/media/product/8137_8117_lenovo_ideapad_slim_5_light_14abr8_r5_82xs002kvn_abc_glr_1.jpg,"i5-13500H
",16GB LPDDR5,SSD 512GB NMVe,"Intel Iris Xe Graphics
",16 2.5K 100% sRGB,New 100%
Laptop LG Gram 15 2023 15Z90RT,40990000,https://laptop88.vn/new-100-laptop-lg-gram-style-15-2023.html,https://laptop88.vn/media/product/pro_poster_8138.jpg," i5-1340P
",16GB LPDDR5,SSD 512GB,Intel Iris Xe Graphics,15.6 FHD 100%DCi-P3 90Hz,New 100%
Laptop Asus Vivobook 14 OLED A1405VA,18990000,https://laptop88.vn/new-100-laptop-asus-vivobook-14-oled-a1405va-km059w-intel-core-i5-13500h-14-inch-2.8k-oled.html,https://laptop88.vn/media/product/8146_12971_asus_vivobook_pro_14_oled_a1405va___en__4.jpg," i5-13500H
",8GB DDR4,SSD 512GB M.2 NVMe,Intel Iris Xe Graphics,14  2.8K OLED,New 100%
Laptop LG Gram 2 in 1 2023 14T90R,36290000,https://laptop88.vn/new-100-laptop-lg-gram-2-in-1-2023-14t90r-g.ah55a5-i5-1340p-16gb-512gb-14-inch-wuxga.html,https://laptop88.vn/media/product/pro_poster_8139.jpg,i5 - 1340P,16GB ,SSD 512GB NVMe,Iris Xe Graphics,14 inch WUXGA,New 100%
