CPU,Display,Graphics,Name,Price,Ram,Storage,URL
i7 - 7820HQ,"15.6"" Full HD",Intel HD 630,Laptop Cũ HP Probook 650 G3 - Intel Core i7 7820HQ | 15.6 Inch Full HD,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-hp-probook-650-g3-intel-core-i7-7820hq-15.6-inch-full-hd.html
i5 - 8250U,"15.6"" Full HD",Intel HD 620,Laptop Cũ Lenovo Thinkpad T580 - Intel Core i5 8250U | 15.6 Inch Full HD,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/moi-100-full-box-laptop-lenovo-thinkpad-t580-intel-core-i5-8250u-15.6-inch-full-hd.html
i5 - 8250U,"15.6"" Full HD",Intel UHD 620,Laptop Cũ Lenovo Thinkpad L580 - Intel Core i5 ,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-l580-intel-core-i5.html
i9 - 12900HK,"15.6"" 3.5K",Nvidia RTX 3050Ti,Laptop Dell XPS 15 9520 (2022) - Intel Core i9-12900HK | RAM 32GB | Nvidia RTX 3050Ti | 15.6 Inch 3.5K,Liên Hệ,32GB DDR4,SSD 1TB NVMe,https://laptop88.vn/laptop-dell-xps-15-9520-2022-intel-core-i9-12900hk-ram-32gb-nvidia-rtx-3050ti-15.6-inch-3.5k.html
R5 -3500U,"14"" Full HD",AMD Vega 8,Laptop Cũ Lenovo E41-55 - AMD Ryzen 5-3500U | 14 Inch Full HD,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-e41-55-amd-ryzen-5-3500u-14-inch-full-hd.html
i5 - 6200U,15.6 Inch HD,Intel HD 520,Laptop Cũ HP Elitebook 850 G3 - Intel Core i5,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-850-g3-intel-core-i5.html
i5 - 7440HQ,"14"" Full HD",Intel HD 620,Laptop cũ Lenovo Thinkpad T470p - Intel Core i5,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t470p-intel-core-i5-1.html
i7 - 9850H,"15.6"" 4K",Intel UHD 630,Laptop Cũ Lenovo Thinkpad P1 Gen 2 - Intel Core i7 9850H,Liên Hệ,16GB DDR4,SSD 512GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-p1-gen-2-intel-core-i7-9850h.html
i9 - 9880H,15.6 Inch 4K,Nvidia RTX 4000,Laptop Cũ Lenovo Thinkpad P53  - Intel Core i9-9880H | RTX 4000,Liên Hệ,32GB DDR4,SSD 1TB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-p53-intel-core-i9-9880h-rtx-4000.html
i5 - 10310U,"14"" Full HD",Intel HD 620,Laptop Cũ Lenovo Thinkpad X1 Carbon Gen 8 - Intel Core i5,Liên Hệ,8GB DDR3,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-x1-carbon-gen-8-intel-core-i5.html
i7 - 8750H,"15.6"" Full HD",Nvidia GTX 1050Ti,Laptop Dell XPS 15 9570 - Intel Core i7 - 8750H | GTX 1050Ti,17.490.000 đ,16GB DDR4,SSD 1TB,https://laptop88.vn/laptop-dell-xps-15-9570-intel-core-i7-8750h.html
i5 - 8250U,"15.6"" Full HD",Intel HD 620,Laptop Cũ HP Elitebook 850 G5 - Intel Core i5,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-850-g5-intel-core-i5.html
i7 - 10850H,"15.6"" Full HD",Quadro T1000M,Laptop Cũ Dell Precision 7550 - Intel Core i7 10850H | Quadro T1000M,Liên Hệ,16GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-7550-intel-core-i7-10850h-quadro-t1000m.html
i5 - 6200U,"15.6"" Full HD",Intel HD 520,Laptop Cũ Lenovo Thinkpad T570 - Intel Core i5,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t570-intel-core-i5.html
i5 - 10310U,"15.6"" Full HD",Intel UHD 620,Laptop Cũ Dell Latitude 5510 - Intel Core i5,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5510-intel-core-i5.html
i5 - 8350U,"15.6"" Full HD",Intel UHD 620,Laptop Cũ Dell Latitude 5500 - Intel Core i5,9.290.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5500-intel-core-i5.html
i5 - 10310U,"13.3"" Full HD",Intel UHD Graphics,Laptop Cũ Dell Latitude 7310 - Intel Core i5,Liên Hệ,16GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-7310-intel-core-i5.html
i3 - 4005U,12.5 Inch HD,Intel HD 4400,Laptop Cũ Dell Latitude E7240 - Intel Core i3,Liên Hệ,4GB DDR3L,SSD 128GB,https://laptop88.vn/laptop-cu-dell-latitude-e7240-intel-core-i3.html
AMD A8 - 8600B,12.5 Inch HD,AMD Vega Radeon,Laptop Cũ HP Elitebook 725 G3 - AMD A8,Liên Hệ,4GB DDR3,SSD 128GB,https://laptop88.vn/laptop-cu-hp-elitebook-725-g3-amd-a8.html
i5 - 10210U,"14"" Full HD",Intel UHD 620,Laptop Cũ Dell Latitude 3410 - Intel Core i5,9.990.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-3410-intel-core-i5.html
i7 - 7600U,"14"" Full HD",Intel UHD 520,Laptop Cũ Lenovo Thinkpad T470s - Intel Core i7,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t470s-intel-core-i7.html
i9 - 9880H,"15.6"" Full HD",Quadro T1000,Laptop Cũ Dell Precision 7540 - Intel Core i9,Liên Hệ,16GB DDR4,SSD 512GB,https://laptop88.vn/laptop-cu-dell-precision-7540-intel-core-i9.html
i7 - 6600U,14 Inch HD,Intel HD 520,Laptop Cũ HP Probook 640 G2 - Intel Core i7,5.290.000 đ,8GB DDR4,SSD 128GB,https://laptop88.vn/laptop-cu-hp-probook-640-g2-intel-core-i7.html
i7 - 1185G7,"14"" Full HD, sRGB",Intel Xe Graphics,Laptop Cũ Lenovo Yoga 9 14ITL5 - Intel Core i7 | Gold,Liên Hệ,8GB DDR4L,SSD 512GB,https://laptop88.vn/laptop-cu-lenovo-yoga-9-14itl5-intel-core-i7-gold.html
i9 - 8950HK,"15.6"" Full HD",Quadro P2000M,Laptop Cũ Dell Precision 7530 - Intel Core i9,Liên Hệ,16GB DDR4,SSD 512GB,https://laptop88.vn/laptop-dell-precision-7530-intel-core-i9.html
i7 - 10750H,"15.6"" Full HD",Quadro P620,Laptop Cũ Dell Precision 3551 - Intel Core i7,Liên Hệ,16GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-3551-intel-core-i7.html
